Identity,Link,Location,Area,Beds,Baths,Price,Balloted,Boundary Wall,Corner,Disputed,Electricity,File,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Park Facing,Possesion,Security Staff,Sewerage,Sui Gas,Water Supply,Distance From Airport (kms)
Plot File 46646785,https://www.zameen.com/Property/dha_valley_dha_valley_-_daisy_sector_1125_square_feet_plot_file_in_dha_valley_-_daisy_sector_is_available-46646785-3217-2.html,Islamabad Plot Files > DHA Defence Plot Files > DHA Valley Plot Files > DHA Valley - Daisy Sector Plot Files,151.1,0.0,0.0,1450000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47282074,https://www.zameen.com/Property/dha_defence_phase_3_dha_phase_3_-_block_b_dha_phase_3_sector_b_plot_23_street73_available_for_sale_for_more_details_contact-47282074-16227-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 3 Residential Plots > DHA Phase 3 - Block B Residential Plots,604.44,0.0,0.0,28000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 46381256,https://www.zameen.com/Property/dha_defence_phase_5_dha_phase_5_-_sector_f_10_marla_top_heighted_area_plot_for_sale_in_sector_f_dha_phase_5_islamabad-46381256-8836-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 5 Residential Plots > DHA Phase 5 - Sector F Residential Plots,302.2,0.0,0.0,20000000.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Residential Plot 47259312,https://www.zameen.com/Property/dha_defence_phase_3_dha_phase_3_-_block_b_10_marla_plot_available_in_dha_phase_3-47259312-16227-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 3 Residential Plots > DHA Phase 3 - Block B Residential Plots,302.2,0.0,0.0,16000000.0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0.0
Residential Plot 46472396,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_residential_plot_sector_g_dha_phase_2_islamabad-46472396-339-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 2 Residential Plots,604.44,0.0,0.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47300791,https://www.zameen.com/Property/dha_defence_phase_4_dha_phase_4_-_overseas_sector_good_location_plot_for_sale-47300791-20737-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 4 Residential Plots > DHA Phase 4 - Overseas Sector Residential Plots,604.44,0.0,0.0,15000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0
Residential Plot 44401360,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_-_sector_g_prime_location_solid_land-44401360-3202-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 2 Residential Plots > DHA Phase 2 - Sector G Residential Plots,604.44,0.0,0.0,41000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47325293,https://www.zameen.com/Property/dha_defence_phase_6_dha_phase_6_-_sector_a_dha_phase_6_islamabad_1_kanal_plot_for_sale_block_a_plot_18_street_27_develop_plot_good_location_investor_price_on_ground_available-47325293-18745-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 6 Residential Plots > DHA Phase 6 - Sector A Residential Plots,604.44,0.0,0.0,18000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47077110,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_in_dha_defence_phase_2_residential_plot_for_sale_sized_500_square_yards-47077110-339-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 2 Residential Plots,604.44,3.0,3.0,60000000.0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0.0
Residential Plot 47160174,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_plot-47160174-339-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 2 Residential Plots,604.44,0.0,0.0,50000000.0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1.0
Residential Plot 47235733,https://www.zameen.com/Property/dha_defence_phase_5_dha_phase_5_-_sector_f_dha_phase_5_sector_f_street_56_plot_for_sale-47235733-8836-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 5 Residential Plots > DHA Phase 5 - Sector F Residential Plots,302.2,0.0,0.0,20500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 46770681,https://www.zameen.com/Property/dha_defence_dha_valley_rose_block_2nd_to_4rth_ballot_plot-46770681-1333-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Valley Residential Plots,241.76,0.0,0.0,3300000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 46545500,https://www.zameen.com/Property/dha_valley_dha_valley_-_bluebell_sector_a_residential_plot_of_5_marla_in_rs_3_200_000-46545500-3216-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Valley Residential Plots > DHA Valley - Bluebell Sector Residential Plots,151.1,0.0,0.0,3200000.0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1.0
Residential Plot 47204751,https://www.zameen.com/Property/dha_defence_phase_3_dha_phase_3_-_block_g_01_kanal_out_class_location_plot_for_sale_in_dha_phase_3_sector_g_plot_no_4_road_no_6-47204751-16729-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 3 Residential Plots > DHA Phase 3 - Block G Residential Plots,604.44,0.0,0.0,13200000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Commercial Plot 47193222,https://www.zameen.com/Property/dha_defence_phase_3_dha_phase_3_-_block_d_4_marla_commercial_for_sale_dha_phase_3_allocation_sector_d-47193222-16225-2.html,Islamabad Commercial Plots > DHA Defence Commercial Plots > DHA Defence Phase 3 Commercial Plots > DHA Phase 3 - Block D Commercial Plots,120.88,0.0,0.0,18800000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Commercial Plot 45634745,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_north_commercial_plot_for_sale_near_to_gate_08_dha_02_islamabad-45634745-339-2.html,Islamabad Commercial Plots > DHA Defence Commercial Plots > DHA Defence Phase 2 Commercial Plots,151.1,0.0,0.0,45000000.0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0.0
Residential Plot 47289845,https://www.zameen.com/Property/dha_defence_phase_5_dha_phase_5_-_sector_f1_dha_phase_5_sector_f_1_plot_available_for_sale_at_a_reasonable_price-47289845-17402-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 5 Residential Plots > DHA Phase 5 - Sector F1 Residential Plots,604.44,0.0,0.0,17000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47034147,https://www.zameen.com/Property/dha_defence_phase_5_dha_phase_5_-_sector_c_1_kanal_plot_in_sector_c_street_6_plot_no_8_dha_phase_5-47034147-8402-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 5 Residential Plots > DHA Phase 5 - Sector C Residential Plots,604.44,0.0,0.0,31500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47268969,https://www.zameen.com/Property/dha_defence_phase_3_dha_phase_3_-_block_d_dha_phase_3_new_pindi_sector_d_plot_no_108_10marla_plot_for_sale-47268969-16225-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 3 Residential Plots > DHA Phase 3 - Block D Residential Plots,302.2,0.0,0.0,7500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47005349,https://www.zameen.com/Property/dha_defence_phase_4_dha_phase_4_-_sector_g_4500_square_feet_residential_plot_available_for_sale_in_dha_phase_4_-_sector_g_if_you_hurry-47005349-13962-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 4 Residential Plots > DHA Phase 4 - Sector G Residential Plots,604.44,0.0,0.0,10600000.0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1.0
Plot File 47322391,https://www.zameen.com/Property/dha_valley_dha_valley_-_lilly_sector_8_marla_open_plot_file_lilly_develop_sector-47322391-3214-2.html,Islamabad Plot Files > DHA Defence Plot Files > DHA Valley Plot Files > DHA Valley - Lilly Sector Plot Files,241.76,0.0,0.0,1850000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47215878,https://www.zameen.com/Property/dha_defence_phase_4_dha_phase_4_-_sector_a_1_kanal_developed_possesionable_plot_available_for_sale-47215878-13956-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 4 Residential Plots > DHA Phase 4 - Sector A Residential Plots,604.44,0.0,0.0,26000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 42598176,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_-_sector_g_near_central_park_st_-_11_a_1_kanal_plot-42598176-3202-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 2 Residential Plots > DHA Phase 2 - Sector G Residential Plots,604.44,0.0,0.0,54000000.0,1,1,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0.0
Residential Plot 47347989,https://www.zameen.com/Property/dha_defence_dha_defence_phase_4_ideal_residential_plot_is_available_for_sale_in_islamabad-47347989-8413-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 4 Residential Plots,604.44,0.0,0.0,26500000.0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0.0
Residential Plot 47326452,https://www.zameen.com/Property/dha_defence_phase_4_dha_phase_4_-_sector_a_amazing_starting_sector_one_kanal_plot_for_sale_at_a_reasonable_price_investor_rate-47326452-13956-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 4 Residential Plots > DHA Phase 4 - Sector A Residential Plots,604.44,0.0,0.0,23200000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 42095922,https://www.zameen.com/Property/dha_defence_phase_3_dha_phase_3_-_block_b_1_kanal_level_plot_for_sale_in_dha_phase_3_islamabad-42095922-16227-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 3 Residential Plots > DHA Phase 3 - Block B Residential Plots,604.44,0.0,0.0,23500000.0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0.0
Residential Plot 46896940,https://www.zameen.com/Property/dha_defence_phase_3_dha_phase_3_-_block_g_dha_phase_3_allocation_sector_g_plot_no_25_street_no_28_for_sale-46896940-16729-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 3 Residential Plots > DHA Phase 3 - Block G Residential Plots,151.1,0.0,0.0,5800000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47323543,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_-_sector_h_1_kanal_south_face_good_location_plot_is_available_for_sale-47323543-3203-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 2 Residential Plots > DHA Phase 2 - Sector H Residential Plots,604.44,0.0,0.0,45500000.0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1.0
Residential Plot 47322429,https://www.zameen.com/Property/dha_valley_dha_valley_-_rose_sector_rose_sector_5th_ballot_8_marla_plot_prime_location_on_the_ground-47322429-3210-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Valley Residential Plots > DHA Valley - Rose Sector Residential Plots,241.76,0.0,0.0,2900000.0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0.0
Residential Plot 47267359,https://www.zameen.com/Property/dha_defence_phase_4_dha_phase_4_-_sector_c_1_kanal_developed_possesionable_plot_available_for_sale-47267359-13958-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 4 Residential Plots > DHA Phase 4 - Sector C Residential Plots,604.44,0.0,0.0,26500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47286740,https://www.zameen.com/Property/dha_defence_phase_4_dha_phase_4_-_sector_c_1_kanal_developed_possesionable_plot_available_for_sale-47286740-13958-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 4 Residential Plots > DHA Phase 4 - Sector C Residential Plots,604.44,0.0,0.0,28000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 46401517,https://www.zameen.com/Property/dha_valley_dha_valley_-_lilly_sector_5_marla_plot_for_sale_in_dha_valley_sector_lilly-46401517-3214-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Valley Residential Plots > DHA Valley - Lilly Sector Residential Plots,151.1,0.0,0.0,2300000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47291253,https://www.zameen.com/Property/dha_valley_dha_valley_-_gloxinia_sector_gloxinia_5_marla_plot_for_sale_in_dha_valley_islamabad-47291253-3222-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Valley Residential Plots > DHA Valley - Gloxinia Sector Residential Plots,151.1,0.0,0.0,1350000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 46798473,https://www.zameen.com/Property/dha_defence_phase_3_dha_phase_3_-_block_a_dha_3_sreene_city_block-a_kanal-46798473-16228-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 3 Residential Plots > DHA Phase 3 - Block A Residential Plots,604.44,0.0,0.0,22500000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Commercial Plot 47168447,https://www.zameen.com/Property/dha_defence_phase_5_dha_phase_5_-_commercial_zone_h3_8_marla_commercial_plot_for_sale_in_dha_phase_5_islamabad_block_h3_near_to_dha_head_office_ideal_location-47168447-16404-2.html,Islamabad Commercial Plots > DHA Defence Commercial Plots > DHA Defence Phase 5 Commercial Plots > DHA Phase 5 - Commercial Zone H3 Commercial Plots,241.76,0.0,0.0,125000000.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1.0
Residential Plot 46980059,https://www.zameen.com/Property/dha_defence_dha_defence_phase_3_cheapest_five_marla_plot_for_sale_in_sector_g-46980059-8412-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 3 Residential Plots,151.1,0.0,0.0,5800000.0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0.0
Residential Plot 47265108,https://www.zameen.com/Property/dha_defence_dha_defence_phase_5_one_kanal_residential_plot_for_sale_in_sector_f_street_47_plot_no_15_dha_phase_5_islamabad-47265108-10991-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 5 Residential Plots,604.44,0.0,0.0,32500000.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0.0
Commercial Plot 47243589,https://www.zameen.com/Property/dha_defence_dha_defence_phase_4_commercial_plot_for_business-47243589-8413-2.html,Islamabad Commercial Plots > DHA Defence Commercial Plots > DHA Defence Phase 4 Commercial Plots,120.88,0.0,0.0,36500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 46695424,https://www.zameen.com/Property/dha_defence_phase_5_dha_phase_5_-_sector_c_4500_square_feet_residential_plot_in_dha_phase_5_-_sector_c_is_available-46695424-8402-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 5 Residential Plots > DHA Phase 5 - Sector C Residential Plots,604.44,0.0,0.0,82500000.0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0.0
Residential Plot 47197284,https://www.zameen.com/Property/dha_defence_phase_5_dha_phase_5_-_sector_h_buying_a_residential_plot_in_islamabad-47197284-11869-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 5 Residential Plots > DHA Phase 5 - Sector H Residential Plots,604.44,0.0,0.0,27500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47246401,https://www.zameen.com/Property/dha_defence_phase_5_dha_phase_5_-_sector_c_dha_phase_5_sector_c_plot_for_sale-47246401-8402-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 5 Residential Plots > DHA Phase 5 - Sector C Residential Plots,604.44,0.0,0.0,29000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47286511,https://www.zameen.com/Property/dha_defence_phase_4_dha_phase_4_-_sector_c_1_kanal_develop_possession_able_plot_available_for_sale-47286511-13958-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 4 Residential Plots > DHA Phase 4 - Sector C Residential Plots,604.44,0.0,0.0,22500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47279903,https://www.zameen.com/Property/dha_defence_phase_4_dha_phase_4_-_sector_m_1_kanal_plot_file_for_sale-47279903-13969-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 4 Residential Plots > DHA Phase 4 - Sector M Residential Plots,604.44,0.0,0.0,8500000.0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0.0
Commercial Plot 46030394,https://www.zameen.com/Property/dha_defence_phase_3_dha_phase_3_-_block_b_want_to_buy_a_commercial_plot_in_islamabad-46030394-16227-2.html,Islamabad Commercial Plots > DHA Defence Commercial Plots > DHA Defence Phase 3 Commercial Plots > DHA Phase 3 - Block B Commercial Plots,2538.648,0.0,0.0,177700000.0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1.0
Residential Plot 47235685,https://www.zameen.com/Property/dha_defence_phase_5_dha_phase_5_-_sector_g_dha_phase_5_sector_g_street_2_plot_for_sale-47235685-9442-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 5 Residential Plots > DHA Phase 5 - Sector G Residential Plots,604.44,0.0,0.0,25000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 46198605,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_residential_plot_of_20_marla_in_dha_defence_phase_2_is_available-46198605-339-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 2 Residential Plots,604.44,0.0,0.0,45000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 46681907,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_-_sector_f_1_kanal_residential_plot_in_dha_phase_2_-_sector_f_for_sale-46681907-3201-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 2 Residential Plots > DHA Phase 2 - Sector F Residential Plots,604.44,0.0,0.0,46000000.0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0.0
Commercial Plot 47225515,https://www.zameen.com/Property/dha_valley_dha_valley_-_bluebell_sector_commercial_plot_for_sale_situated_in_dha_valley_-_bluebell_sector-47225515-3216-2.html,Islamabad Commercial Plots > DHA Defence Commercial Plots > DHA Valley Commercial Plots > DHA Valley - Bluebell Sector Commercial Plots,120.88,0.0,0.0,11000000.0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1.0
Residential Plot 47196918,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_-_sector_g_1_kanal_corner_and_level_plot_very_prime_location_sector_g_dha_2_islamabad-47196918-3202-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 2 Residential Plots > DHA Phase 2 - Sector G Residential Plots,604.44,0.0,0.0,54000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47322980,https://www.zameen.com/Property/dha_defence_phase_4_dha_phase_4_-_sector_c_1_kanal_developed_possesionable_plot_available_for_sale-47322980-13958-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 4 Residential Plots > DHA Phase 4 - Sector C Residential Plots,604.44,0.0,0.0,23000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 46717695,https://www.zameen.com/Property/dha_defence_phase_5_dha_phase_5_-_sector_a_residential_plot_for_sale_islamabad-46717695-8400-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 5 Residential Plots > DHA Phase 5 - Sector A Residential Plots,604.44,0.0,0.0,35000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47205243,https://www.zameen.com/Property/dha_defence_dha_defence_phase_3_1_kanal_army_allotted_plot_for_sale_in_dha_phase_3_sector_e-47205243-8412-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 3 Residential Plots,604.44,0.0,0.0,13600000.000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Plot File 46646587,https://www.zameen.com/Property/dha_valley_dha_valley_-_marigold_sector_reserve_a_centrally_located_plot_file_in_dha_valley_marigold_sector-46646587-3221-2.html,Islamabad Plot Files > DHA Defence Plot Files > DHA Valley Plot Files > DHA Valley - Marigold Sector Plot Files,241.76,0.0,0.0,2000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47182484,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_-_sector_d_plot_no_13_street_no_10_sector_d_dha_phase_02_islamabad-47182484-3199-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 2 Residential Plots > DHA Phase 2 - Sector D Residential Plots,604.44,0.0,0.0,44500000.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0.0
Residential Plot 46841883,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_available_1_kanal_residential_for_sale_dha_phase_2_islamabad-46841883-339-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 2 Residential Plots,604.44,0.0,0.0,52500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47323168,https://www.zameen.com/Property/dha_defence_phase_4_dha_phase_4_-_sector_c_1_kanal_top_heigted_plot_available_for_sale-47323168-13958-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 4 Residential Plots > DHA Phase 4 - Sector C Residential Plots,604.44,0.0,0.0,26500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 45794828,https://www.zameen.com/Property/dha_defence_phase_5_dha_phase_5_-_sector_k_one_kanal_plot_for_sale_in_dha_phase_5_islamabad-45794828-17401-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 5 Residential Plots > DHA Phase 5 - Sector K Residential Plots,604.44,0.0,0.0,32500000.0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1.0
Residential Plot 47028840,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_-_sector_f_plot_for_sale_street_9_plot_no_16_is_very_good_loaction-47028840-3201-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 2 Residential Plots > DHA Phase 2 - Sector F Residential Plots,302.2,0.0,0.0,38500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 46856439,https://www.zameen.com/Property/dha_defence_phase_5_dha_phase_5_-_sector_a_dha_phase_5_sector_a_6th_avenue_1kanal_corner_plot-46856439-8400-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 5 Residential Plots > DHA Phase 5 - Sector A Residential Plots,604.44,0.0,0.0,34000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47182195,https://www.zameen.com/Property/dha_defence_phase_5_dha_phase_5_-_sector_d_plot_no_20_street_no_02_sector_d_dha_phase_05_islamabad-47182195-8403-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 5 Residential Plots > DHA Phase 5 - Sector D Residential Plots,604.44,0.0,0.0,32000000.0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0.0
Residential Plot 47314560,https://www.zameen.com/Property/dha_defence_phase_5_dha_phase_5_-_sector_a_prime_location_1_kanal_street_4_back_park_sector_a_available_for_sale_dha_phase_5_islamabad-47314560-8400-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 5 Residential Plots > DHA Phase 5 - Sector A Residential Plots,604.44,0.0,0.0,36000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47325032,https://www.zameen.com/Property/dha_defence_phase_3_dha_phase_3_-_block_e_dha_3_new_pindi_sector_e_plot_is_available-47325032-16224-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 3 Residential Plots > DHA Phase 3 - Block E Residential Plots,604.44,0.0,0.0,14500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 46170775,https://www.zameen.com/Property/dha_defence_dha_defence_phase_1_kanal_plot_for_sale_in_dha_phase_1_sector_e-46170775-376-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 1 Residential Plots,604.44,0.0,0.0,37000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 46597504,https://www.zameen.com/Property/dha_defence_phase_5_dha_phase_5_-_sector_k_1_kanal_plot_for_sale_on_urgent_basis_on_investor_rate_in_sector_k_in_dha_05_islamabad-46597504-17401-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 5 Residential Plots > DHA Phase 5 - Sector K Residential Plots,604.44,0.0,0.0,31000000.0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1.0
Residential Plot 41977892,https://www.zameen.com/Property/dha_defence_phase_3_dha_phase_3_-_block_b_10_marla_beautiful_height_location_plot_for_sale_in_dha_phase_3_islamabad-41977892-16227-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 3 Residential Plots > DHA Phase 3 - Block B Residential Plots,302.2,0.0,0.0,15500000.0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0.0
Residential Plot 47332285,https://www.zameen.com/Property/dha_defence_phase_6_dha_phase_6_-_sector_c2_dha_phase_6_sector_c-2_develop_plot_available_for_sale-47332285-18890-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 6 Residential Plots > DHA Phase 6 - Sector C2 Residential Plots,604.44,0.0,0.0,10000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47343222,https://www.zameen.com/Property/dha_defence_phase_4_dha_phase_4_-_sector_c_20_marla_plot_for_sale_in_dha-47343222-13958-2.html,Islamabad Residential Plots > DHA Defence Residential Plots > DHA Defence Phase 4 Residential Plots > DHA Phase 4 - Sector C Residential Plots,604.44,0.0,0.0,26000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
