Identity,Link,Location,Area,Beds,Baths,Price,ATM Machines,Balloted,Barbeque Area,Broadband Internet Access,Business Center or Media Room in Building,Central Air Conditioning,Central Heating,Communal/Shared Kitchen,Community Centre,Community Gym,Community Lawn or Garden,Community Swimming Pool,Conference Room in Building,Day Care Centre,Dining Room,Double Glazed Windows,Drawing Room,Electricity,Electricity Backup,Facilities for Disabled,File,First Aid or Medical Centre,Flooring,Furnished,Gym,Intercom,Jacuzzi,Kids Play Area,Laundry Room,Laundry or Dry Cleaning Facility,Lawn or Garden,Lobby in Building,Lounge or Sitting Room,Maintenance Staff,Mosque,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Pet Policy,Possesion,Powder Room,Prayer Room,Satellite or Cable TV Ready,Sauna,Security Staff,Service Elevators in Building,Sewerage,Steam Room,Study Room,Sui Gas,Swimming Pool,Waste Disposal,Water Supply,Built in year,Distance From Airport (kms),Elevators,Floor,Floors,Floors in Building,Kitchens,Parking Spaces,Servant Quarters,Store Rooms
House 47135992,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_v_full_basement_with_home_theater_mazir_munir_design_villa_for_sale_near_to_mcdonald_s_and_big_park-47135992-1629-1.html,Lahore Houses > DHA Defence Houses > DHA Phase 7 Houses > DHA Phase 7 - Block V Houses,725.3280000000001,6.0,6.0,75500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.0
House 47190839,https://www.zameen.com/Property/dha_defence_dha_phase_6_luxurious_superb_brand_new_bungalow_with_basement_theatre_and_lift_in_dha_phase_6-47190839-1448-1.html,Lahore Houses > DHA Defence Houses > DHA Phase 6 Houses,1027.548,6.0,6.0,235000000.0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,2.0,2.0
House 47212282,https://www.zameen.com/Property/dha_defence_dha_phase_7_1_kanal_designer_house_for_sale_in_dha_phase_7_lahore-47212282-1450-1.html,Lahore Houses > DHA Defence Houses > DHA Phase 7 Houses,604.44,5.0,6.0,70000000.0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,2023.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
House 47204052,https://www.zameen.com/Property/dha_phase_6_dha_phase_6_-_block_n_one_kanal_modern_bungalow_for_sale_near_park-47204052-1622-1.html,Lahore Houses > DHA Defence Houses > DHA Phase 6 Houses > DHA Phase 6 - Block N Houses,604.44,5.0,6.0,71000000.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,2023.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,1.0,1.0
House 47302888,https://www.zameen.com/Property/dha_phase_4_dha_phase_4_-_block_cc_1_kanal_house_for_sale_in_dha_phase_4_block_cc_near_to_swimming_pool_near_park_prime_location-47302888-1591-1.html,Lahore Houses > DHA Defence Houses > DHA Phase 4 Houses > DHA Phase 4 - Block CC Houses,604.44,5.0,6.0,72500000.0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0
House 47285836,https://www.zameen.com/Property/dha_defence_dha_phase_6_luxurious_and_spacious_10_marla_house_-_prime_location_for_sale-47285836-1448-1.html,Lahore Houses > DHA Defence Houses > DHA Phase 6 Houses,302.2,4.0,5.0,42500000.0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,2023.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0
House 47244233,https://www.zameen.com/Property/dha_phase_6_dha_phase_6_-_block_f_1_kanal_house_for_sale_in_dha_defence-47244233-1615-1.html,Lahore Houses > DHA Defence Houses > DHA Phase 6 Houses > DHA Phase 6 - Block F Houses,604.44,4.0,4.0,107500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
House 47114569,https://www.zameen.com/Property/dha_phase_8_dha_phase_8_-_block_x_brand_new_kanal_house_x_block_phase_8-47114569-1639-1.html,Lahore Houses > DHA Defence Houses > DHA Phase 8 Houses > DHA Phase 8 - Block X Houses,604.44,5.0,6.0,88000000.0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,2023.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0
House 47287127,https://www.zameen.com/Property/dha_defence_dha_phase_6_one_kanal_modern_bungalow_for_sale_at_hot_location-47287127-1448-1.html,Lahore Houses > DHA Defence Houses > DHA Phase 6 Houses,604.44,5.0,6.0,101900000.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,2023.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,1.0,1.0
House 47178501,https://www.zameen.com/Property/dha_defence_dha_phase_6_brand_new_1_kanal_spanish_design_bungalow_for_sale_in_dha_phase_6_top_location-47178501-1448-1.html,Lahore Houses > DHA Defence Houses > DHA Phase 6 Houses,604.44,5.0,6.0,79000000.0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,2023.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0
House 46812816,https://www.zameen.com/Property/dha_defence_dha_9_town_5_marla_modern_luxurious_bungalow_for_sale_in_dha_lahore-46812816-1452-1.html,Lahore Houses > DHA Defence Houses > DHA 9 Town Houses,151.1,3.0,4.0,18000000.0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,2023.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0
House 47112379,https://www.zameen.com/Property/dha_defence_dha_phase_6_one_kanal_villa_for_sale_near_park-47112379-1448-1.html,Lahore Houses > DHA Defence Houses > DHA Phase 6 Houses,604.44,5.0,6.0,84500000.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,2023.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,1.0,1.0
House 46755957,https://www.zameen.com/Property/dha_defence_dha_phase_7_10_marla_beautifully_designed_house_with_modern_amenities_in_prime_location_for_sale-46755957-1450-1.html,Lahore Houses > DHA Defence Houses > DHA Phase 7 Houses,302.2,4.0,5.0,45000000.0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0
House 46989776,https://www.zameen.com/Property/dha_phase_6_dha_phase_6_-_block_j_2_kanal_house_with_basement_for_sale_in_j_black_dha_phase_6_lahore-46989776-1618-1.html,Lahore Houses > DHA Defence Houses > DHA Phase 6 Houses > DHA Phase 6 - Block J Houses,1208.88,6.0,8.0,350000000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,4.0,1.0,0.0
House 46027462,https://www.zameen.com/Property/dha_phase_5_dha_phase_5_-_block_g_1_kanal_brand_new_bungalow_for_sale_in_dha_phase_5_-_block_g-46027462-1604-1.html,Lahore Houses > DHA Defence Houses > DHA Phase 5 Houses > DHA Phase 5 - Block G Houses,604.44,5.0,5.0,107500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0
House 46342093,https://www.zameen.com/Property/dha_defence_dha_phase_5_1_kanal_modern_design_bungalow_full_basement_with_swimming_pool_and_home_theater_for_sale_at_prime_location_of_dha_lahore-46342093-1447-1.html,Lahore Houses > DHA Defence Houses > DHA Phase 5 Houses,604.44,5.0,6.0,177500000.0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,2023.0,1.0,0.0,0.0,2.0,0.0,2.0,4.0,1.0,1.0
House 47309176,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_y_one_kanal_modern_bungalow_for_sale_at_hot_location-47309176-1632-1.html,Lahore Houses > DHA Defence Houses > DHA Phase 7 Houses > DHA Phase 7 - Block Y Houses,604.44,5.0,6.0,69900000.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,2023.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,1.0,1.0
Flat 47208537,https://www.zameen.com/Property/dha_phase_5_penta_square_by_dha_lahore_elegant_3_bed_apartment_with_garden_access_in_penta_square_dha_phase_5-47208537-11845-1.html,Lahore Flats > DHA Defence Flats > DHA Phase 5 Flats > Penta Square By DHA Lahore Flats,296.156,3.0,3.0,56500000.0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0
House 47304654,https://www.zameen.com/Property/dha_9_town_dha_9_town_-_block_a_brand_new_5_marla_modern_house_for_sale_in_dha_9_town-47304654-8173-1.html,Lahore Houses > DHA Defence Houses > DHA 9 Town Houses > DHA 9 Town - Block A Houses,151.1,3.0,4.0,19500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
House 47297776,https://www.zameen.com/Property/dha_phase_8_dha_phase_8_-_block_l_dha_phase_8_l_block1_kanal_house_for_sale-47297776-8871-1.html,Lahore Houses > DHA Defence Houses > DHA Phase 8 Houses > DHA Phase 8 - Block L Houses,604.44,5.0,6.0,75000000.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0
Flat 47292873,https://www.zameen.com/Property/dha_phase_5_penta_square_by_dha_lahore_brand_new_studio_apartment_available_for_sale_in_penta_square-47292873-11845-1.html,Lahore Flats > DHA Defence Flats > DHA Phase 5 Flats > Penta Square By DHA Lahore Flats,69.50599999999999,1.0,1.0,21000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023.0,1.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0
House 46747164,https://www.zameen.com/Property/dha_defence_dha_phase_7_phase_7_1_kanal_brand_new_house_for_sell-46747164-1450-1.html,Lahore Houses > DHA Defence Houses > DHA Phase 7 Houses,604.44,5.0,6.0,65000000.0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0
Upper Portion 47128379,https://www.zameen.com/Property/dha_defence_dha_phase_1_one_kanal_beautifull_upper_portion_for_rent_in_dha_defnace-47128379-1442-1.html,Lahore Upper Portions > DHA Defence Upper Portions > DHA Phase 1 Upper Portions,604.44,3.0,3.0,75000.0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,2020.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0
House 47147886,https://www.zameen.com/Property/dha_defence_dha_phase_3_1_kanal_slightly_used_designer_bungalow_for_sale_in_phase_3_dha_lahore_cantt-47147886-1454-1.html,Lahore Houses > DHA Defence Houses > DHA Phase 3 Houses,604.44,5.0,6.0,85000000.0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,2014.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0
House 47303339,https://www.zameen.com/Property/dha_phase_6_dha_phase_6_-_block_d_7_marla_brand_new_beautiful_house_with_3bedrooms_available_for_sale_in_dha_phase_6_d_block-47303339-1613-1.html,Lahore Houses > DHA Defence Houses > DHA Phase 6 Houses > DHA Phase 6 - Block D Houses,211.54,3.0,4.0,38000000.0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2022.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
House 47203678,https://www.zameen.com/Property/dha_defence_dha_phase_7_kanal_luxurious_brand_new_house_dha_phase_7_for_sell-47203678-1450-1.html,Lahore Houses > DHA Defence Houses > DHA Phase 7 Houses,604.44,5.0,6.0,80000000.0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,2.0,2.0
House 47100058,https://www.zameen.com/Property/dha_defence_dha_phase_7_10_marla_brand_new_modern_design_house_available_for_sale-47100058-1450-1.html,Lahore Houses > DHA Defence Houses > DHA Phase 7 Houses,302.2,4.0,5.0,38000000.0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,2023.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0
House 47290380,https://www.zameen.com/Property/dha_phase_5_dha_phase_5_-_block_l_most_beautiful_one_kanal_facing_park_modern_house_in_dha_phase_5-47290380-1608-1.html,Lahore Houses > DHA Defence Houses > DHA Phase 5 Houses > DHA Phase 5 - Block L Houses,604.44,5.0,5.0,113500000.0,0,0,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,2023.0,1.0,0.0,0.0,2.0,0.0,3.0,2.0,3.0,1.0
House 47008469,https://www.zameen.com/Property/dha_defence_dha_phase_5_one_kanal_slightly_used_straight_line_bungalow_for_sale-47008469-1447-1.html,Lahore Houses > DHA Defence Houses > DHA Phase 5 Houses,604.44,5.0,6.0,105000000.0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,2017.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0
House 47201686,https://www.zameen.com/Property/dha_defence_dha_phase_7_1_kanal_brand_new_beautiful_design_bungalow_for_sale_prime_location_of_dha_phase_7-47201686-1450-1.html,Lahore Houses > DHA Defence Houses > DHA Phase 7 Houses,604.44,6.0,5.0,65500000.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2023.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0
House 47251289,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_u_brand_new_well_maintained_1_kanal_luxurious_bungalow_for_sale_t_in_dha_phase_7_u_block-47251289-1628-1.html,Lahore Houses > DHA Defence Houses > DHA Phase 7 Houses > DHA Phase 7 - Block U Houses,604.44,5.0,6.0,89000000.0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
House 47312218,https://www.zameen.com/Property/dha_defence_dha_phase_3_1_kanal_modern_design_house_available_for_sale_in_dha_phase_3-47312218-1454-1.html,Lahore Houses > DHA Defence Houses > DHA Phase 3 Houses,604.44,5.0,6.0,60000000.0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,2021.0,1.0,0.0,0.0,2.0,0.0,2.0,4.0,1.0,1.0
House 47314715,https://www.zameen.com/Property/dha_defence_dha_phase_1_brand_new_house_in_dha_phase_1_available_for_sale-47314715-1442-1.html,Lahore Houses > DHA Defence Houses > DHA Phase 1 Houses,604.44,5.0,6.0,105000000.0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
House 47208989,https://www.zameen.com/Property/dha_phase_3_dha_phase_3_-_block_y_10_marla_brand_new_double_unit_modern_house_for_sale-47208989-1587-1.html,Lahore Houses > DHA Defence Houses > DHA Phase 3 Houses > DHA Phase 3 - Block Y Houses,302.2,4.0,5.0,52500000.0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,2023.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0
House 47300377,https://www.zameen.com/Property/dha_defence_dha_phase_5_10_marla_modern_house_is_available_for_sale_in_dha_phase_5_fully_furnished_with_basement_hot_location-47300377-1447-1.html,Lahore Houses > DHA Defence Houses > DHA Phase 5 Houses,302.2,5.0,6.0,62000000.0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,2020.0,1.0,0.0,0.0,3.0,0.0,2.0,1.0,1.0,1.0
House 47317975,https://www.zameen.com/Property/dha_phase_6_dha_phase_6_-_block_l_semi_furnished_1_kanal_house_near_park_in_l_block_dha_phase_6-47317975-1620-1.html,Lahore Houses > DHA Defence Houses > DHA Phase 6 Houses > DHA Phase 6 - Block L Houses,604.44,5.0,0.0,70000000.0,0,0,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,2023.0,1.0,0.0,0.0,2.0,0.0,3.0,2.0,4.0,2.0
House 47205079,https://www.zameen.com/Property/dha_defence_dha_9_town_luxury_living_5_marla_upgraded_features_house_is_available_for_sale_in_dha_phase_9_town_peaceful_and_serene_environment-47205079-1452-1.html,Lahore Houses > DHA Defence Houses > DHA 9 Town Houses,151.1,3.0,4.0,24000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
House 47227441,https://www.zameen.com/Property/dha_defence_dha_phase_6_doctor_estate_builder_proudly_offers_1_kanal_spanish_design_automated_bungalow_for_sale_in_dha_phase_6-47227441-1448-1.html,Lahore Houses > DHA Defence Houses > DHA Phase 6 Houses,604.44,5.0,6.0,52500000.0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,2023.0,1.0,0.0,0.0,2.0,0.0,3.0,4.0,2.0,2.0
House 41439864,https://www.zameen.com/Property/dha_defence_dha_phase_6_tasteful_modern_designed_1_kanal_house_for_sell_in_phase_6_dha_lahore-41439864-1448-1.html,Lahore Houses > DHA Defence Houses > DHA Phase 6 Houses,604.44,5.0,7.0,82500000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2022.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,1.0
House 47260793,https://www.zameen.com/Property/dha_phase_1_dha_phase_1_-_block_a_1_kanal_slightly_used_house_for_sale_in_block_a_phase_1_dha_lahore-47260793-1563-1.html,Lahore Houses > DHA Defence Houses > DHA Phase 1 Houses > DHA Phase 1 - Block A Houses,604.44,5.0,6.0,60000000.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0
House 47302572,https://www.zameen.com/Property/dha_defence_dha_phase_6_one_kanal_brand_new_eye_catching_modern_house_for_sell_in_dha_phase_6-47302572-1448-1.html,Lahore Houses > DHA Defence Houses > DHA Phase 6 Houses,604.44,5.0,6.0,80000000.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,2023.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0
House 47300323,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_r_luxury_palace_1_kanal_modern_design_brand_new_bungalow_for_sale_in_dha_phase_7-47300323-1625-1.html,Lahore Houses > DHA Defence Houses > DHA Phase 7 Houses > DHA Phase 7 - Block R Houses,604.44,5.0,6.0,72500000.0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,2023.0,1.0,0.0,0.0,2.0,0.0,3.0,4.0,2.0,2.0
House 47246610,https://www.zameen.com/Property/dha_phase_6_dha_phase_6_-_block_l_brand_new_furnished_house-47246610-1620-1.html,Lahore Houses > DHA Defence Houses > DHA Phase 6 Houses > DHA Phase 6 - Block L Houses,1208.88,6.0,6.0,220000000.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2023.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
House 47313634,https://www.zameen.com/Property/dha_defence_dha_phase_7_brand_new_1_kanal_modern_design_bungalow_for_sale_in_dha_phase_7_top_location-47313634-1450-1.html,Lahore Houses > DHA Defence Houses > DHA Phase 7 Houses,604.44,5.0,6.0,69000000.0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,2023.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0
House 47213467,https://www.zameen.com/Property/dha_defence_dha_phase_6_1_kanal_designer_house_for_sale_in_dha_phase_6_lahore-47213467-1448-1.html,Lahore Houses > DHA Defence Houses > DHA Phase 6 Houses,604.44,5.0,6.0,110000000.0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,2023.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
House 47269454,https://www.zameen.com/Property/dha_defence_dha_phase_7_contemporary_10_marla_house_-_ideal_for_family_living_in_prime_location-47269454-1450-1.html,Lahore Houses > DHA Defence Houses > DHA Phase 7 Houses,302.2,4.0,5.0,49500000.0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,2023.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0
