Identity,Link,Location,Area,Price,Balloted,Boundary Wall,Broadband Internet Access,Community Centre,Community Gym,Community Swimming Pool,Corner,Disputed,Electricity,File,Kids Play Area,Maintenance Staff,Mosque,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Park Facing,Possesion,Satellite or Cable TV Ready,Security Staff,Sewerage,Sui Gas,Water Supply,Distance From Airport (kms)
Residential Plot 46911397,https://www.zameen.com/Property/bahria_town_sector_f_bahria_town_-_tauheed_block_5_marla_residential_plot_available_for_sale_in_bahria_town_lahore-46911397-11864-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector F Residential Plots > Bahria Town - Tauheed Block Residential Plots,151.1,5500000.0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1.0
Residential Plot 47343493,https://www.zameen.com/Property/bahria_town_sector_f_bahria_town_-_tipu_sultan_block_1_kanal_possession_utility_paid_plot_for_sale_in_tipu_sultan_block_sector_f_bahria_town_lahore-47343493-8327-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector F Residential Plots > Bahria Town - Tipu Sultan Block Residential Plots,604.44,21500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47194562,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_quaid_block_10_marla_plot_with_all_dues_clear_available_for_sale_in_quaid_block-47194562-1808-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector E Residential Plots > Bahria Town - Quaid Block Residential Plots,302.2,17000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47146873,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_rafi_extension_block_5_marla_plot_for_sale_open_form_rafi_ext_bahria_town_lhr-47146873-12338-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector E Residential Plots > Bahria Town - Rafi Extension Block Residential Plots,151.1,8500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47109050,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_johar_block_get_a_10_marla_residential_plot_for_sale_in_bahria_town_-_johar_block-47109050-1809-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector E Residential Plots > Bahria Town - Johar Block Residential Plots,302.2,15000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47204529,https://www.zameen.com/Property/bahria_town_sector_c_bahria_town_-_janiper_block_10_marla_plot_for_sale_in_janiper_block_sector_c_bahria_town_lahore-47204529-1792-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector C Residential Plots > Bahria Town - Janiper Block Residential Plots,302.2,20000000.0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0.0
Residential Plot 47336297,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_nishtar_block_ideal_residential_plot_is_available_for_sale_in_lahore-47336297-1806-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector E Residential Plots > Bahria Town - Nishtar Block Residential Plots,604.44,32000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 46954337,https://www.zameen.com/Property/bahria_town_sector_d_bahria_town_-_block_dd_imc_real_estate_offering_10_marla_builder_location_plot_paid_for_sale_in_dd_block_bahria_town_lahore-46954337-1800-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector D Residential Plots > Bahria Town - Block DD Residential Plots,302.2,14000000.0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1.0
Residential Plot 46918824,https://www.zameen.com/Property/bahria_town_sector_f_bahria_town_-_tipu_sultan_block_extension_a_great_choice_for_a_prime_location_5_marla_residential_plot_available_in_bahria_town_-_tipu_sultan_block_extension-46918824-13067-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector F Residential Plots > Bahria Town - Tipu Sultan Block Extension Residential Plots,56789.01234,6600000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47206954,https://www.zameen.com/Property/bahria_town_overseas_enclave_bahria_town_-_overseas_b_1_kanal_beautiful_residential_plot_at_overseas_b_bahria_town_lahore_bahria_town_-_overseas_b-47206954-1813-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Overseas Enclave Residential Plots > Bahria Town - Overseas B Residential Plots,604.44,30000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47201092,https://www.zameen.com/Property/bahria_town_overseas_enclave_bahria_town_-_overseas_c_10_marla_residential_plot_for_sale_at_prime_location_of_overseas_c_in_bahria_town_lahore-47201092-17552-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Overseas Enclave Residential Plots > Bahria Town - Overseas C Residential Plots,302.2,11500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47318169,https://www.zameen.com/Property/bahria_town_overseas_enclave_bahria_town_-_overseas_b_24_marla_plot_possession_utility_paid_corner_paid_builder_s_location_for_sale_in_overseas_b_ext_bahria_town_lahore-47318169-1813-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Overseas Enclave Residential Plots > Bahria Town - Overseas B Residential Plots,725.3280000000001,25000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47232798,https://www.zameen.com/Property/golf_view_residencia_golf_view_residencia_-_phase_1_5_marla_plot_for_sale_in_golf_view_residenica_phase_1_bahria_town_lahore-47232798-13640-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Golf View Residencia Residential Plots > Golf View Residencia - Phase 1 Residential Plots,151.1,6500000.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,1.0
Residential Plot 47235734,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_jinnah_extension_block_5_marla_facing_park_paid_possession_utility_paid_plot_for_sale_in_jinnah_ext_block_bahria_town-47235734-17545-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector E Residential Plots > Bahria Town - Jinnah Extension Block Residential Plots,151.1,9000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47211718,https://www.zameen.com/Property/bahria_town_sector_f_bahria_town_-_tauheed_block_20_marla_plot_in_bahria_town_lahore_at_sector_e_tauheed_block_bahria_town_-_tauheed_block_bahria_town_-_sector_f_bahria_town_lahore_punjab-47211718-11864-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector F Residential Plots > Bahria Town - Tauheed Block Residential Plots,604.44,20000000.0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,1.0
Residential Plot 47236751,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_e_sasta_5_marla_open_plot_for_sale_in_nishter_extension_bahria_town_lahore-47236751-1802-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector E Residential Plots,151.1,8000000.0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,1.0
Commercial Plot 45944974,https://www.zameen.com/Property/bahria_town_sector_b_bahria_town_-_executive_lodges_5_33_marla_commercial_plot_for_sale_in_bahria_town-45944974-1773-2.html,Lahore Commercial Plots > Bahria Town Commercial Plots > Bahria Town - Sector B Commercial Plots > Bahria Town - Executive Lodges Commercial Plots,160.166,37500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47286596,https://www.zameen.com/Property/bahria_town_sector_f_bahria_town_-_shershah_block_1_kanal_plot_for_sale_in_shershah_block-47286596-8397-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector F Residential Plots > Bahria Town - Shershah Block Residential Plots,604.44,29500000.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0.0
Residential Plot 47346462,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_jinnah_block_10_marla_adc_map_and_possession_utilities_paid_residential_plot_896by74_at_and_builder_location_is_for_sale_in_jinnah_block_bahria_town_lahore-47346462-1804-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector E Residential Plots > Bahria Town - Jinnah Block Residential Plots,302.2,16500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47003554,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_h_open_form_5_marla_plots_for_sale_in_sector_h_bahria_town_lahore-47003554-20417-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector H Residential Plots,151.1,6050000.0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1.0
Residential Plot 47284883,https://www.zameen.com/Property/bahria_town_overseas_enclave_bahria_town_-_overseas_b_1_kanal_plot_possesion_utility_paid_on_100_foot_road_for_sale_in_overseas_b_bahria_town_lahore-47284883-1813-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Overseas Enclave Residential Plots > Bahria Town - Overseas B Residential Plots,604.44,32500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47194553,https://www.zameen.com/Property/bahria_town_sector_c_bahria_town_-_jasmine_block_1_kanal_main_boulevard_plot_no_533_with_all_dues_clear_available_for_sale_in_jasmine_block-47194553-1786-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector C Residential Plots > Bahria Town - Jasmine Block Residential Plots,604.44,44000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 46759352,https://www.zameen.com/Property/bahria_town_sector_b_bahria_town_-_ghouri_block_2_kanal_corner_plot_for_sale_main_boule_vard-46759352-1776-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector B Residential Plots > Bahria Town - Ghouri Block Residential Plots,1208.88,115000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1.0
Residential Plot 47218812,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_f_10_marla_on_ground_low_cost_plot_for_sale_in_tauheed_block-47218812-3097-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector F Residential Plots,302.2,13700000.000000002,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1.0
Commercial Plot 46427770,https://www.zameen.com/Property/bahria_town_sector_b_bahria_town_-_executive_lodges_5_33_marla_commercial_plot_for_sale_in_bahria_town-46427770-1773-2.html,Lahore Commercial Plots > Bahria Town Commercial Plots > Bahria Town - Sector B Commercial Plots > Bahria Town - Executive Lodges Commercial Plots,160.166,37500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Commercial Plot 47343026,https://www.zameen.com/Property/bahria_town_sector_c_bahria_town_-_chambelli_block_5_marla_commercial_plot_for_sale_in_sector_c_a_saide_bahria_town_lahore-47343026-1788-2.html,Lahore Commercial Plots > Bahria Town Commercial Plots > Bahria Town - Sector C Commercial Plots > Bahria Town - Chambelli Block Commercial Plots,151.1,47500000.0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0.0
Residential Plot 46948404,https://www.zameen.com/Property/bahria_town_sector_f_bahria_town_-_tipu_sultan_block_1_kanal_possession_utility_paid_plot_for_sale_in_tipu_sultan_block_bahria_town_lahore-46948404-8327-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector F Residential Plots > Bahria Town - Tipu Sultan Block Residential Plots,604.44,21500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 46605743,https://www.zameen.com/Property/bahria_town_sector_f_bahria_town_-_tauheed_block_10_marla_ready_for_construction_plot_for_sale_in_tauheed_block_bahria_town_lahore-46605743-11864-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector F Residential Plots > Bahria Town - Tauheed Block Residential Plots,302.2,15000000.0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1.0
Residential Plot 47082800,https://www.zameen.com/Property/bahria_town_bahria_town_-_overseas_enclave_plot_for_sale-47082800-1811-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Overseas Enclave Residential Plots,392.86,25000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47110252,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_talha_block_10_marla_hottest_location_residential_plot_for_sale_on_80_feet_road_all_dues_clear-47110252-10063-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector E Residential Plots > Bahria Town - Talha Block Residential Plots,302.2,18500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47205511,https://www.zameen.com/Property/bahria_town_overseas_enclave_bahria_town_-_overseas_b_1_kanal_plot_in_bahria_town_overseas_b_is_available_for_sale-47205511-1813-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Overseas Enclave Residential Plots > Bahria Town - Overseas B Residential Plots,604.44,34000000.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0.0
Residential Plot 46679589,https://www.zameen.com/Property/bahria_town_overseas_enclave_bahria_town_-_overseas_c_5_marla_possession_utility_paid_plot_for_sale_in_overseas_c_block_bahria_town_lahore-46679589-17552-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Overseas Enclave Residential Plots > Bahria Town - Overseas C Residential Plots,151.1,9300000.0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1.0
Residential Plot 47250225,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_jinnah_extension_block_5_marla_corner_possession_utilities_paid_residential_plot_at_ideal_and_builder_location_is_for_sale_in_jinnah_ext_block_bahria_town_lahore-47250225-17545-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector E Residential Plots > Bahria Town - Jinnah Extension Block Residential Plots,151.1,8500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47202446,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_rafi_block_10_marla_residential_plot_at_prime_location_near_jalal_sons_bahria_town_lahore_bahria_town_-_rafi_block_bahria_town_-_sector_e_bahria_town_lahore_punjab-47202446-1803-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector E Residential Plots > Bahria Town - Rafi Block Residential Plots,302.2,16000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Commercial Plot 47047182,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_jinnah_block_1_77_marla_commercial_plot_in_jinnah_block_available_for_sale_in_btl-47047182-1804-2.html,Lahore Commercial Plots > Bahria Town Commercial Plots > Bahria Town - Sector E Commercial Plots > Bahria Town - Jinnah Block Commercial Plots,54.396,14500000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,1.0
Residential Plot 47232833,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_f_1_kanal_plot_for_sale_in_ghazi_block_main_boulevard_sector_f_bahria_town_lhr-47232833-3097-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector F Residential Plots,604.44,20000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 46903681,https://www.zameen.com/Property/bahria_town_sector_f_bahria_town_-_tipu_sultan_block_1_kanal_residential_plot_is_available_for_sale_at_very_prime_location_in_tipu_sultan_block_bahria_town_lahore-46903681-8327-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector F Residential Plots > Bahria Town - Tipu Sultan Block Residential Plots,604.44,18700000.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0.0
Residential Plot 47263177,https://www.zameen.com/Property/bahria_town_sector_f_bahria_town_-_tauheed_block_bahria_town_lahore_sector_f_tauheed_block_10_marla_plot_for_sale-47263177-11864-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector F Residential Plots > Bahria Town - Tauheed Block Residential Plots,302.2,16900000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47215565,https://www.zameen.com/Property/bahria_town_overseas_enclave_bahria_town_-_overseas_b_100_feet_road_1_kanal_plot_for_sale_in_overseas_block_b_bahria_town_lahore-47215565-1813-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Overseas Enclave Residential Plots > Bahria Town - Overseas B Residential Plots,604.44,20400000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 46817070,https://www.zameen.com/Property/golf_view_residencia_golf_view_residencia_-_phase_1_1_kanal_developed_residential_plot_90by5_at_ideal_and_builder_location_is_for_sale_in_golf_view_residencia_phase_1_bahria_town_lahore-46817070-13640-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Golf View Residencia Residential Plots > Golf View Residencia - Phase 1 Residential Plots,604.44,21000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47174774,https://www.zameen.com/Property/bahria_town_sector_f_bahria_town_-_ghaznavi_block_future_investment_10_marla_residential_plot_for_sale_located_in_bahria_town_ghazi_block_lahore-47174774-8261-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector F Residential Plots > Bahria Town - Ghaznavi Block Residential Plots,302.2,8000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47031388,https://www.zameen.com/Property/bahria_town_sector_d_bahria_town_-_block_ee_prime_location_1_kanal_residential_plot_for_sale_in_bahria_town_block_ee-47031388-8199-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector D Residential Plots > Bahria Town - Block EE Residential Plots,604.44,21500000.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,1,0.0
Residential Plot 47083223,https://www.zameen.com/Property/bahria_town_sector_c_bahria_town_-_tulip_block_10_marla_residential_plot_for_sale_in_tulip_block_sector_bahria_town_lahore-47083223-1789-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector C Residential Plots > Bahria Town - Tulip Block Residential Plots,302.2,16500000.0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1.0
Residential Plot 47323333,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_f_10_marla_plots_for_sale_in_ghaznavi_block_possession_utility_paid_at_reasonable_price-47323333-3097-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector F Residential Plots,302.2,13500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1.0
Residential Plot 46949638,https://www.zameen.com/Property/bahria_town_sector_b_bahria_town_-_takbeer_block_1_kanal_plot_in_takbeer_block-46949638-1778-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector B Residential Plots > Bahria Town - Takbeer Block Residential Plots,604.44,42500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47265931,https://www.zameen.com/Property/bahria_town_sector_f_bahria_town_-_tauheed_block_bahria_town_10_marla_tauheed_block_for_sale-47265931-11864-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector F Residential Plots > Bahria Town - Tauheed Block Residential Plots,302.2,7000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47067288,https://www.zameen.com/Property/bahria_town_sector_f_bahria_town_-_alamgir_block_affordable_residential_plot_for_sale_in_bahria_town_-_alamgir_block-47067288-8440-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector F Residential Plots > Bahria Town - Alamgir Block Residential Plots,302.2,10500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0.0
Residential Plot 46813708,https://www.zameen.com/Property/bahria_town_sector_f_bahria_town_-_shershah_block_5_marla_plot_for_sale_in_shershah_extension_block_sector_f_bahria_town-46813708-8397-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector F Residential Plots > Bahria Town - Shershah Block Residential Plots,151.1,10500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 46916299,https://www.zameen.com/Property/bahria_town_sector_c_bahria_town_-_gulbahar_block_a_10_marla_residential_plot_is_up_for_grabs_in_bahria_town-46916299-1793-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector C Residential Plots > Bahria Town - Gulbahar Block Residential Plots,56789.01234,20000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 46344650,https://www.zameen.com/Property/bahria_town_sector_f_bahria_town_-_ghaznavi_block_10_marla_is_up_for_sale_ready_for_construction-46344650-8261-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector F Residential Plots > Bahria Town - Ghaznavi Block Residential Plots,302.2,13000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 46912056,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_talha_block_10_marla_plot_for_sale_in_bahria_town_lahore-46912056-10063-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector E Residential Plots > Bahria Town - Talha Block Residential Plots,302.2,15700000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0.0
Residential Plot 47108993,https://www.zameen.com/Property/bahria_town_sector_c_bahria_town_-_tulip_block_looking_for_a_residential_plot_in_bahria_town_-_tulip_block_lahore-47108993-1789-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector C Residential Plots > Bahria Town - Tulip Block Residential Plots,302.2,22000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47246340,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_nishtar_block_in_bahria_town_-_nishtar_block_of_lahore_a_24_marla_residential_plot_is_available-47246340-1806-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector E Residential Plots > Bahria Town - Nishtar Block Residential Plots,725.3280000000001,38000000.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0.0
Residential Plot 46950003,https://www.zameen.com/Property/bahria_town_sector_f_bahria_town_-_tipu_sultan_block_1_kanal_plot_in_tipu_sultan_block-46950003-8327-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector F Residential Plots > Bahria Town - Tipu Sultan Block Residential Plots,604.44,28700000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47343524,https://www.zameen.com/Property/bahria_town_sector_f_bahria_town_-_tauheed_block_5_marla_plot_for_sale_in_sector_f_tauheed_block_bahria_town_lahore-47343524-11864-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector F Residential Plots > Bahria Town - Tauheed Block Residential Plots,151.1,5200000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47168399,https://www.zameen.com/Property/bahria_town_sector_f_bahria_town_-_ghaznavi_extension_5_marla_possession_utility_paid_plot_for_sale_in_ghaznavi_ext_block_bahria_town-47168399-13671-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector F Residential Plots > Bahria Town - Ghaznavi Extension Residential Plots,151.1,7200000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47109045,https://www.zameen.com/Property/golf_view_residencia_golf_view_residencia_-_phase_2_10_marla_residential_plot_is_available_for_sale-47109045-13642-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Golf View Residencia Residential Plots > Golf View Residencia - Phase 2 Residential Plots,302.2,11000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 46954382,https://www.zameen.com/Property/bahria_town_sector_c_bahria_town_-_iris_block_1_kanal_plot_possession_utility_paid_builder_s_location_for_sale_in_sector_c_iris_block_bahria_town_lahore-46954382-1787-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector C Residential Plots > Bahria Town - Iris Block Residential Plots,604.44,21500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47230547,https://www.zameen.com/Property/bahria_town_overseas_enclave_bahria_town_-_overseas_b_10_marla_plot_possesion_utility_paid_on_80_foot_road_for_sale_in_overseas_b_ext_bahria_town_lahore-47230547-1813-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Overseas Enclave Residential Plots > Bahria Town - Overseas B Residential Plots,302.2,14500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47343941,https://www.zameen.com/Property/bahria_town_sector_d_bahria_town_-_block_cc_5_marla_residential_plot_available_with_possession_utilities_charges_paid_at_very_exotic_location_of_cc_block_bahria_town_lahore-47343941-1799-2.html,Lahore Residential Plots > Bahria Town Residential Plots > Bahria Town - Sector D Residential Plots > Bahria Town - Block CC Residential Plots,151.1,11800000.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0.0
