Identity,Link,Location,Area,Beds,Baths,Price,Balloted,Barbeque Area,Boundary Wall,Broadband Internet Access,Central Air Conditioning,Community Centre,Community Gym,Community Lawn or Garden,Corner,Day Care Centre,Dining Room,Disputed,Drawing Room,Electricity,Electricity Backup,File,First Aid or Medical Centre,Flooring,Gym,Intercom,Jacuzzi,Kids Play Area,Laundry Room,Lawn or Garden,Lobby in Building,Lounge or Sitting Room,Mosque,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Park Facing,Possesion,Powder Room,Prayer Room,Satellite or Cable TV Ready,Sauna,Security Staff,Sewerage,Steam Room,Study Room,Sui Gas,Waste Disposal,Water Supply,Built in year,Distance From Airport (kms),Floors,Kitchens,Parking Spaces,Store Rooms
Residential Plot 46917895,https://www.zameen.com/Property/d_h_a_dha_phase_6_plot_sale_600_yards_dha_ph_6-46917895-1483-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 6 Residential Plots,600.0,0.0,0.0,65000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Commercial Plot 47220214,https://www.zameen.com/Property/dha_phase_7_jami_commercial_area_commercial_plot_for_sale_main_jami_2_side_corner-47220214-8492-2.html,Karachi Commercial Plots > DHA Defence Commercial Plots > DHA Phase 7 Commercial Plots > Jami Commercial Area Commercial Plots,100.0,0.0,0.0,97500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0
Residential Plot 47099778,https://www.zameen.com/Property/d_h_a_dha_phase_8_chance_deal_24th_street_off_khyber_corner_plot_is_available_for_sale-47099778-1485-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots,500.0,0.0,0.0,55000000.0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0
Residential Plot 46787806,https://www.zameen.com/Property/d_h_a_dha_phase_5_500_yards_plot_available_for_sale_in_phase_5-46787806-1482-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 5 Residential Plots,500.0,0.0,0.0,68000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Residential Plot 46051424,https://www.zameen.com/Property/d_h_a_dha_phase_5_1000_yards_divided_plot_for_sale_on_11th_street_before_badban-46051424-1482-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 5 Residential Plots,1000.0,0.0,0.0,210000000.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0
Residential Plot 46728926,https://www.zameen.com/Property/dha_defence_dha_phase_1_chance_deal_urgent_sale_500yrds_plot-46728926-1478-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 1 Residential Plots,500.0,0.0,0.0,67500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Residential Plot 46885679,https://www.zameen.com/Property/dha_phase_8_dha_phase_8_-_zone_d_defence_street_1_west_open_emar_facing_no_brokers_plz-46885679-6680-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots > DHA Phase 8 - Zone D Residential Plots,500.0,0.0,0.0,46000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Residential Plot 46737699,https://www.zameen.com/Property/d_h_a_dha_phase_8_2000_square_yards_residential_plot_for_sale_in_dha_phase_8_karachi_in_only_rs_380_000_000-46737699-1485-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots,2000.0,0.0,0.0,380000000.0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Residential Plot 43099337,https://www.zameen.com/Property/phase_8_dha_phase_8_extension_4500_square_feet_residential_plot_for_sale_in_dha_phase_8_extension-43099337-1675-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots > DHA Phase 8 Extension Residential Plots,500.0,0.0,0.0,42500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0
Residential Plot 47184605,https://www.zameen.com/Property/dha_phase_8_dha_phase_8_-_zone_e_ideal_location_plot_available_for_sale_in_dha-47184605-6681-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots > DHA Phase 8 - Zone E Residential Plots,666.0,0.0,0.0,90000000.0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0
Residential Plot 47174890,https://www.zameen.com/Property/dha_phase_8_dha_phase_8_-_zone_d_book_residential_plot_today_in_dha_phase_8_-_zone_d-47174890-6680-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots > DHA Phase 8 - Zone D Residential Plots,1000.0,0.0,0.0,78000000.0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Residential Plot 47227991,https://www.zameen.com/Property/d_h_a_dha_phase_2_plot_for_sale-47227991-1479-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 2 Residential Plots,450.0,0.0,0.0,67500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Residential Plot 45998715,https://www.zameen.com/Property/d_h_a_dha_phase_8_prime_location_trail_plots_-_construction_allowed_inquire_now-45998715-1485-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots,1998.0,0.0,0.0,195000000.0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0
Residential Plot 46956785,https://www.zameen.com/Property/d_h_a_dha_phase_8_defence_plot_for_sale_100_yards_west_open-46956785-1485-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots,100.0,0.0,0.0,23300000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Residential Plot 45924164,https://www.zameen.com/Property/dha_phase_8_dha_phase_8_-_zone_c_chance_deal_500_yards_residential_plot_for_sale_in_phase_viii_zone_c_dha_khi-45924164-6679-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots > DHA Phase 8 - Zone C Residential Plots,500.0,0.0,0.0,45000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0
Residential Plot 47068059,https://www.zameen.com/Property/d_h_a_dha_phase_5_badar_street_12_plot_no_54c_2nd_floor_pair_plot_is_available-47068059-1482-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 5 Residential Plots,100.0,3.0,3.0,8800000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Residential Plot 45886089,https://www.zameen.com/Property/d_h_a_dha_phase_8_khayaban_e_roomi_28th_street_corner_plot-45886089-1485-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots,2000.0,0.0,0.0,350000000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Residential Plot 46028750,https://www.zameen.com/Property/dha_phase_8_dha_phase_8_-_zone_e_e-zone_2nd_belt_corner_plot_for_sale-46028750-6681-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots > DHA Phase 8 - Zone E Residential Plots,2000.0,0.0,0.0,180000000.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Residential Plot 46042486,https://www.zameen.com/Property/phase_8_dha_phase_8_extension_ready_to_sale_a_residential_plot_2700_square_feet_in_dha_phase_8_extension_karachi-46042486-1675-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots > DHA Phase 8 Extension Residential Plots,300.0,0.0,0.0,30500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Residential Plot 46243657,https://www.zameen.com/Property/phase_8_dha_phase_8_extension_defence_phase_8_300_yards_residential_plot_for_sale-46243657-1675-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots > DHA Phase 8 Extension Residential Plots,300.0,0.0,0.0,33000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Residential Plot 46696636,https://www.zameen.com/Property/d_h_a_dha_phase_7_prime_residential_plot_for_sale_in_kh-badban_phase_7_dha-46696636-1484-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 7 Residential Plots,500.0,0.0,0.0,75000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Residential Plot 42781709,https://www.zameen.com/Property/d_h_a_dha_phase_8_book_residential_plot_today_in_dha_phase_8-42781709-1485-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots,500.0,0.0,0.0,52500000.0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0
Residential Plot 46231986,https://www.zameen.com/Property/d_h_a_dha_phase_5_plot_is_available_for_sale_in_dha_phase_5-46231986-1482-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 5 Residential Plots,500.0,0.0,0.0,87500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0
Commercial Plot 47302101,https://www.zameen.com/Property/d_h_a_dha_phase_8_300_yards_commercial_plot_for_sale_on_prime_location_of_beach_avenue-47302101-1485-2.html,Karachi Commercial Plots > DHA Defence Commercial Plots > DHA Phase 8 Commercial Plots,300.0,0.0,0.0,195000000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0
Residential Plot 46109284,https://www.zameen.com/Property/dha_phase_8_dha_phase_8_-_zone_e_residential_plot_is_available_for_sale_in_dha_phase_8_-_zone_e-46109284-6681-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots > DHA Phase 8 - Zone E Residential Plots,500.0,0.0,0.0,52500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Residential Plot 46931971,https://www.zameen.com/Property/dha_phase_8_dha_phase_8_-_zone_b_500_square_yard_plot_best_for_home_makers-46931971-6678-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots > DHA Phase 8 - Zone B Residential Plots,500.0,0.0,0.0,65000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Residential Plot 46283440,https://www.zameen.com/Property/dha_phase_8_dha_phase_8_-_zone_a_open_plot_for_sale_located_at_khayaban-e-qasim_phase_8_zone_a-46283440-6677-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots > DHA Phase 8 - Zone A Residential Plots,2000.0,0.0,0.0,330000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0
Residential Plot 45994330,https://www.zameen.com/Property/d_h_a_dha_phase_8_1000_yards_chance_deal_plot_is_available-45994330-1485-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots,1000.0,0.0,0.0,79500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Commercial Plot 46268414,https://www.zameen.com/Property/d_h_a_dha_phase_6_main_ittehad_200_yards_commercial_plot-46268414-1483-2.html,Karachi Commercial Plots > DHA Defence Commercial Plots > DHA Phase 6 Commercial Plots,200.0,0.0,0.0,295000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Commercial Plot 41587909,https://www.zameen.com/Property/dha_phase_6_shahbaz_commercial_area_200_sq_yards_pair_plot_for_sale_in_phase_6-41587909-8488-2.html,Karachi Commercial Plots > DHA Defence Commercial Plots > DHA Phase 6 Commercial Plots > Shahbaz Commercial Area Commercial Plots,400.0,0.0,0.0,500000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0
Commercial Plot 46018209,https://www.zameen.com/Property/dha_phase_7_extension_khalid_commercial_area_ready_to_sale_a_commercial_plot_200_square_yards_in_khalid_commercial_area_karachi-46018209-8490-2.html,Karachi Commercial Plots > DHA Defence Commercial Plots > DHA Phase 7 Extension Commercial Plots > Khalid Commercial Area Commercial Plots,200.0,0.0,0.0,35000000.0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Residential Plot 46269440,https://www.zameen.com/Property/d_h_a_dha_phase_8_ideally_located_residential_plot_for_sale_in_dha_phase_8_available-46269440-1485-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots,500.0,0.0,0.0,49000000.0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Residential Plot 46967850,https://www.zameen.com/Property/dha_phase_8_dha_phase_8_-_zone_e_sahil_street_17_plot_for_sale-46967850-6681-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots > DHA Phase 8 - Zone E Residential Plots,300.0,0.0,0.0,32000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Residential Plot 46830667,https://www.zameen.com/Property/d_h_a_dha_phase_8_120_yards_plot_in_dha-46830667-1485-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots,120.0,0.0,0.0,27000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Residential Plot 46036033,https://www.zameen.com/Property/d_h_a_dha_phase_6_1000_yards_residential_plot_for_sale_on_8th_street_off_sehar-46036033-1483-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 6 Residential Plots,1000.0,0.0,0.0,195000000.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0
Residential Plot 42453611,https://www.zameen.com/Property/d_h_a_dha_phase_8_plot_for_sale-42453611-1485-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots,500.0,0.0,0.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0
Residential Plot 46881064,https://www.zameen.com/Property/d_h_a_dha_phase_8_500_yards_plot_33_street_between_iqbal_khalid_zone_a_proper_3rd_belt-46881064-1485-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots,500.0,0.0,0.0,77500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Residential Plot 47234731,https://www.zameen.com/Property/dha_phase_8_dha_phase_8_-_zone_a_500_yard_zulfiqar_street_a_zone_available_in_dha-47234731-6677-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots > DHA Phase 8 - Zone A Residential Plots,500.0,0.0,0.0,75000000.0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Commercial Plot 42781747,https://www.zameen.com/Property/d_h_a_dha_phase_8_100_square_yards_commercial_plot_for_sale_in_dha_phase_8_karachi-42781747-1485-2.html,Karachi Commercial Plots > DHA Defence Commercial Plots > DHA Phase 8 Commercial Plots,100.0,0.0,0.0,180000000.0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0
Residential Plot 45241896,https://www.zameen.com/Property/d_h_a_dha_phase_4_defence_irfan_memon_offers_300_square_yards_plot_is_available_for_sale-45241896-1481-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 4 Residential Plots,300.0,0.0,0.0,59000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Residential Plot 45642067,https://www.zameen.com/Property/d_h_a_dha_phase_8_best_options_for_residential_plot_is_available_for_sale_in_dha_phase_8-45642067-1485-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots,500.0,0.0,0.0,69000000.0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Commercial Plot 46932243,https://www.zameen.com/Property/dha_phase_8_peninsula_commercial_area_peninsula_commercial_plot_available-46932243-6682-2.html,Karachi Commercial Plots > DHA Defence Commercial Plots > DHA Phase 8 Commercial Plots > Peninsula Commercial Area Commercial Plots,100.0,0.0,0.0,39000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Residential Plot 46414420,https://www.zameen.com/Property/phase_8_dha_phase_8_extension_sahil_300_yards_corner_chance_deal-46414420-1675-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots > DHA Phase 8 Extension Residential Plots,300.0,0.0,0.0,32500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Residential Plot 45857162,https://www.zameen.com/Property/dha_phase_8_dha_phase_8_-_zone_d_residential_plot_for_sale_in_dha_phase_8_-_zone_d_karachi-45857162-6680-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots > DHA Phase 8 - Zone D Residential Plots,800.0,0.0,0.0,65000000.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Residential Plot 46953236,https://www.zameen.com/Property/dha_phase_8_dha_phase_8_-_zone_a_corner_2000_yards_plot_divided_into_2_pcs_90x100_pair_west_open-46953236-6677-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots > DHA Phase 8 - Zone A Residential Plots,2000.0,0.0,0.0,320000000.0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0
Residential Plot 47203442,https://www.zameen.com/Property/dha_phase_8_dha_phase_8_-_zone_a_residential_plot_for_sale_in_dha_8_zone_a-47203442-6677-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots > DHA Phase 8 - Zone A Residential Plots,1000.0,0.0,0.0,160000000.0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0
Residential Plot 46505552,https://www.zameen.com/Property/dha_phase_8_dha_phase_8_-_zone_a_90x100_corner_1000_yards-46505552-6677-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots > DHA Phase 8 - Zone A Residential Plots,1000.0,0.0,0.0,180000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Residential Plot 45643180,https://www.zameen.com/Property/d_h_a_dha_phase_8_600_sq_yds_residential_plot_at_prime_location_of_dha_phase_8-45643180-1485-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots,600.0,0.0,0.0,62500000.0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0
Residential Plot 45440063,https://www.zameen.com/Property/d_h_a_dha_phase_8_chance_deal_dha_phase_8_most_prime_vicinity_666_yards_east_open_50by120_1st_belt_off_khayaban-e-qasim_open_plot-45440063-1485-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots,666.0,0.0,0.0,120000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0
Residential Plot 45351165,https://www.zameen.com/Property/phase_8_dha_phase_8_extension_sahil_300_yards_corner_plot_for_sale_in_phase_8_extension-45351165-1675-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots > DHA Phase 8 Extension Residential Plots,300.0,0.0,0.0,36000000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0
Residential Plot 46269437,https://www.zameen.com/Property/dha_defence_dha_phase_7_extension_150_square_yards_residential_plot_in_dha_phase_7_extension_for_sale-46269437-1674-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 7 Extension Residential Plots,150.0,0.0,0.0,34500000.0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Residential Plot 45970191,https://www.zameen.com/Property/dha_phase_8_dha_phase_8_-_zone_a_1000_yards_west_open_big_front_plot_for_sale_on_zulfiqar_street_10-45970191-6677-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots > DHA Phase 8 - Zone A Residential Plots,1000.0,0.0,0.0,180000000.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0
