Identity,Link,Location,Area,Beds,Baths,Price,Balloted,Barbeque Area,Boundary Wall,Broadband Internet Access,Central Air Conditioning,Community Centre,Community Gym,Community Lawn or Garden,Corner,Day Care Centre,Dining Room,Disputed,Drawing Room,Electricity,Electricity Backup,File,First Aid or Medical Centre,Flooring,Gym,Intercom,Jacuzzi,Kids Play Area,Laundry Room,Lawn or Garden,Lobby in Building,Lounge or Sitting Room,Mosque,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Park Facing,Possesion,Powder Room,Prayer Room,Satellite or Cable TV Ready,Sauna,Security Staff,Sewerage,Steam Room,Study Room,Sui Gas,Waste Disposal,Water Supply,Built in year,Distance From Airport (kms),Floors,Kitchens,Parking Spaces,Store Rooms
Commercial Plot 46811587,https://www.zameen.com/Property/dha_phase_8_peninsula_commercial_area_west_open_commercial_plot_for_sale_peninsula_lane_13_dha_phase_8-46811587-6682-2.html,Karachi Commercial Plots > DHA Defence Commercial Plots > DHA Phase 8 Commercial Plots > Peninsula Commercial Area Commercial Plots,200.0,0.0,0.0,102500000.0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Residential Plot 45879234,https://www.zameen.com/Property/dha_phase_8_dha_phase_8_-_zone_d_defence_dha_phase_8_coastal_street_1_cheep_price_urgent_sale-45879234-6680-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots > DHA Phase 8 - Zone D Residential Plots,500.0,0.0,0.0,34000000.0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Residential Plot 46932361,https://www.zameen.com/Property/dha_phase_8_dha_phase_8_-_zone_b_500_square_yard_plot_available-46932361-6678-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots > DHA Phase 8 - Zone B Residential Plots,500.0,0.0,0.0,67500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Residential Plot 45641419,https://www.zameen.com/Property/d_h_a_dha_phase_8_residential_plot_of_1000_square_yards_in_dha_phase_8_for_sale-45641419-1485-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots,1000.0,0.0,0.0,122500000.0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Commercial Plot 47106824,https://www.zameen.com/Property/dha_phase_5_tauheed_commercial_area_commercial_plot_for_sale-47106824-8487-2.html,Karachi Commercial Plots > DHA Defence Commercial Plots > DHA Phase 5 Commercial Plots > Tauheed Commercial Area Commercial Plots,200.0,0.0,0.0,80000000.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0
Residential Plot 46199852,https://www.zameen.com/Property/d_h_a_dha_phase_6_corner_plot_for_sale_at_d_h_a_phase_6_chance_deal-46199852-1483-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 6 Residential Plots,2000.0,0.0,0.0,290000000.0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0
Residential Plot 43406577,https://www.zameen.com/Property/d_h_a_dha_phase_8_zone_a_32_st_westopen_90x100_chance_deal-43406577-1485-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots,1000.0,0.0,0.0,131000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Residential Plot 45996695,https://www.zameen.com/Property/d_h_a_dha_phase_6_1000_yards_plot_for_sale_7th_street_off_rahat-45996695-1483-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 6 Residential Plots,1000.0,0.0,0.0,150000000.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0
Residential Plot 42137878,https://www.zameen.com/Property/dha_phase_8_dha_phase_8_-_zone_a_2000_yards_plot_for_sale_dha_phase_8_zone_a-42137878-6677-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots > DHA Phase 8 - Zone A Residential Plots,2000.0,0.0,0.0,250000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0
Residential Plot 47093738,https://www.zameen.com/Property/dha_phase_8_dha_phase_8_-_zone_c_plot_for_sale_in_dha_phase_8_zone_c-47093738-6679-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots > DHA Phase 8 - Zone C Residential Plots,500.0,0.0,0.0,42000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Residential Plot 47066946,https://www.zameen.com/Property/d_h_a_dha_phase_7_chance_deal_plot_available_for_sale_in_dha_7-47066946-1484-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 7 Residential Plots,500.0,0.0,0.0,61500000.0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0
Commercial Plot 46325134,https://www.zameen.com/Property/d_h_a_dha_phase_8_100_100_yards_jori-46325134-1485-2.html,Karachi Commercial Plots > DHA Defence Commercial Plots > DHA Phase 8 Commercial Plots,200.0,0.0,0.0,350000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Residential Plot 46098004,https://www.zameen.com/Property/dha_phase_8_dha_phase_8_-_zone_b_500_yards_d-cutting_second_belt_next_to_masjid_near_creek_vista-46098004-6678-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots > DHA Phase 8 - Zone B Residential Plots,500.0,0.0,0.0,60000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0
Residential Plot 42654198,https://www.zameen.com/Property/d_h_a_dha_phase_8_500_yards_west_open_plot_for_sale-42654198-1485-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots,500.0,0.0,0.0,72500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Residential Plot 47174893,https://www.zameen.com/Property/dha_phase_8_dha_phase_8_-_zone_e_buy_300_square_yards_residential_plot_at_highly_affordable_price-47174893-6681-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots > DHA Phase 8 - Zone E Residential Plots,300.0,0.0,0.0,35000000.0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Residential Plot 46036014,https://www.zameen.com/Property/d_h_a_dha_phase_6_2000_yards_residential_plot_for_sale_on_f_street_park_facing-46036014-1483-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 6 Residential Plots,2000.0,0.0,0.0,320000000.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0
Residential Plot 46881119,https://www.zameen.com/Property/dha_phase_8_dha_phase_8_-_zone_d_residential_plot_for_sale-46881119-6680-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots > DHA Phase 8 - Zone D Residential Plots,2000.0,0.0,0.0,170000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Residential Plot 45925913,https://www.zameen.com/Property/d_h_a_dha_phase_8_2000_yards_plot_phase_8_dha_for_sale-45925913-1485-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots,2000.0,0.0,0.0,167500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Residential Plot 46758580,https://www.zameen.com/Property/d_h_a_dha_phase_8_chance_deal_jori_plot_available_for_sale_in_dha_8-46758580-1485-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots,1000.0,0.0,0.0,120000000.0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0
Commercial Plot 47042852,https://www.zameen.com/Property/phase_8_dha_phase_8_extension_100_sqyds_commercial_plot_3rd_plot_from_main_beach_avenue_on_main_khyaban_in_sahil_commercial_available_for_sale-47042852-1675-2.html,Karachi Commercial Plots > DHA Defence Commercial Plots > DHA Phase 8 Commercial Plots > DHA Phase 8 Extension Commercial Plots,100.0,0.0,0.0,62500000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Residential Plot 46801950,https://www.zameen.com/Property/d_h_a_dha_phase_8_2700_square_feet_residential_plot_in_stunning_dha_phase_8_is_available_for_sale-46801950-1485-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots,300.0,0.0,0.0,36000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Commercial Plot 46733572,https://www.zameen.com/Property/d_h_a_dha_phase_2_prime_location-46733572-1479-2.html,Karachi Commercial Plots > DHA Defence Commercial Plots > DHA Phase 2 Commercial Plots,400.0,0.0,0.0,220000000.0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0
Residential Plot 47072556,https://www.zameen.com/Property/dha_defence_dha_phase_7_extension_prime_location_dha_phase_7_extension_residential_plot_for_sale_sized_100_square_yards-47072556-1674-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 7 Extension Residential Plots,56789.01234,0.0,0.0,20500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0
Residential Plot 45996263,https://www.zameen.com/Property/d_h_a_dha_phase_2_1000_yards_residential_plot_sale_for_sale_south_sea_view_avenue-45996263-1479-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 2 Residential Plots,1000.0,0.0,0.0,150000000.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0
Residential Plot 46509498,https://www.zameen.com/Property/dha_phase_8_dha_phase_8_-_zone_e_saba_avenue_100_ft_wide_road_with_service_road_500_yards_e_zone_dha_phase_8-46509498-6681-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots > DHA Phase 8 - Zone E Residential Plots,500.0,0.0,0.0,52500000.0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0
Residential Plot 46342076,https://www.zameen.com/Property/dha_phase_8_dha_phase_8_-_zone_a_18_street_iqbal_corner_1000_yards_90_front_best_location_zone_a-46342076-6677-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots > DHA Phase 8 - Zone A Residential Plots,1000.0,0.0,0.0,150000000.0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0
Commercial Plot 46480979,https://www.zameen.com/Property/dha_phase_6_bukhari_commercial_area_200_yards_commercial_plot_on_kh-e-ittehad-46480979-6674-2.html,Karachi Commercial Plots > DHA Defence Commercial Plots > DHA Phase 6 Commercial Plots > Bukhari Commercial Area Commercial Plots,200.0,0.0,0.0,350000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Commercial Plot 46895350,https://www.zameen.com/Property/d_h_a_dha_phase_8_plots_are_available_for_sale-46895350-1485-2.html,Karachi Commercial Plots > DHA Defence Commercial Plots > DHA Phase 8 Commercial Plots,100.0,0.0,0.0,65000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Residential Plot 42717705,https://www.zameen.com/Property/d_h_a_dha_phase_8_ready_to_buy_a_residential_plot_in_dha_phase_8_karachi-42717705-1485-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots,100.0,0.0,0.0,35000000.0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Commercial Plot 42525020,https://www.zameen.com/Property/dha_phase_6_muslim_commercial_area_plot_available_for_sale_muslim_100_sq_yard_sea_facing_waste_open-42525020-8493-2.html,Karachi Commercial Plots > DHA Defence Commercial Plots > DHA Phase 6 Commercial Plots > Muslim Commercial Area Commercial Plots,100.0,0.0,0.0,48500000.0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0
Residential Plot 46051452,https://www.zameen.com/Property/dha_defence_dha_phase_1_600_yards_residential_plot_for_sale_east_avenue-46051452-1478-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 1 Residential Plots,600.0,0.0,0.0,90000000.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0
Residential Plot 45419465,https://www.zameen.com/Property/d_h_a_dha_phase_8_500_yards_d-cutting_plot_for_sale-45419465-1485-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots,500.0,0.0,0.0,75000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Residential Plot 46876614,https://www.zameen.com/Property/d_h_a_dha_phase_8_600_yards_phase_8_plot_is_available-46876614-1485-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots,600.0,0.0,0.0,60000000.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0
Residential Plot 47066581,https://www.zameen.com/Property/d_h_a_dha_phase_6_1000_yard_open_plot_for_sale_west_open_available_at_dha_phase-6-47066581-1483-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 6 Residential Plots,1000.0,0.0,0.0,165000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0
Residential Plot 42781717,https://www.zameen.com/Property/dha_defence_dha_phase_7_extension_gorgeous_100_square_yards_residential_plot_for_sale_available_in_dha_phase_7_extension-42781717-1674-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 7 Extension Residential Plots,100.0,0.0,0.0,21000000.0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0
Residential Plot 42717695,https://www.zameen.com/Property/d_h_a_dha_phase_8_get_in_touch_now_to_buy_a_100_square_yards_residential_plot_in_karachi-42717695-1485-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots,100.0,0.0,0.0,25000000.0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Residential Plot 46737660,https://www.zameen.com/Property/d_h_a_dha_phase_5_residential_plot_for_sale_in_beautiful_dha_phase_5-46737660-1482-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 5 Residential Plots,1000.0,0.0,0.0,90000000.0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Residential Plot 46737690,https://www.zameen.com/Property/dha_defence_dha_phase_7_extension_book_residential_plot_today_in_dha_phase_7_extension-46737690-1674-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 7 Extension Residential Plots,100.0,0.0,0.0,20000000.0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Commercial Plot 46014138,https://www.zameen.com/Property/dha_phase_8_al-murtaza_commercial_area_ideal_1800_square_feet_commercial_plot_available_in_al-murtaza_commercial_area_karachi-46014138-10370-2.html,Karachi Commercial Plots > DHA Defence Commercial Plots > DHA Phase 8 Commercial Plots > Al-Murtaza Commercial Area Commercial Plots,200.0,0.0,0.0,320000000.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0
Residential Plot 46323236,https://www.zameen.com/Property/d_h_a_dha_phase_8_d_cutting_3rd_belt_19th_street_zone_b_phase-viii_dha-46323236-1485-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots,500.0,0.0,0.0,72000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Residential Plot 46627836,https://www.zameen.com/Property/dha_phase_8_dha_phase_8_-_zone_a_21_street_1st_belt_a_zone-46627836-6677-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots > DHA Phase 8 - Zone A Residential Plots,500.0,0.0,0.0,92500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Residential Plot 45994286,https://www.zameen.com/Property/dha_phase_8_dha_phase_8_-_zone_d_2000_yards_corner_chance_deal_plot_is_available-45994286-6680-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots > DHA Phase 8 - Zone D Residential Plots,2000.0,0.0,0.0,140000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Residential Plot 46996587,https://www.zameen.com/Property/dha_phase_8_dha_phase_8_-_zone_e_3000_yards_most_prime_location-46996587-6681-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots > DHA Phase 8 - Zone E Residential Plots,3000.0,0.0,0.0,450000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Residential Plot 45641425,https://www.zameen.com/Property/d_h_a_dha_phase_6_2000_square_yards_residential_plot_in_23rd_street_dha_phase_6_for_sale_at_good_location-45641425-1483-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 6 Residential Plots,2000.0,0.0,0.0,330000000.0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Residential Plot 42894475,https://www.zameen.com/Property/d_h_a_dha_phase_6_dha_phase_6_plot_for_sale-42894475-1483-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 6 Residential Plots,500.0,0.0,0.0,90000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Residential Plot 46269436,https://www.zameen.com/Property/dha_defence_dha_phase_7_extension_get_in_touch_now_to_buy_a_100_square_yards_residential_plot_in_karachi-46269436-1674-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 7 Extension Residential Plots,100.0,0.0,0.0,19000000.0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Residential Plot 46811716,https://www.zameen.com/Property/d_h_a_dha_phase_8_residential_plot_for_sale_in_27_street_dha_phase_8-46811716-1485-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots,2000.0,0.0,0.0,290000000.0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Residential Plot 46758528,https://www.zameen.com/Property/d_h_a_dha_phase_7_residential_plot_for_sale_in_beautiful_dha_phase_7-46758528-1484-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 7 Residential Plots,500.0,0.0,0.0,60000000.0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Residential Plot 45289842,https://www.zameen.com/Property/dha_phase_8_dha_phase_8_-_zone_b_100_yards_plot_for_sale_in_phase_8_iqbal_staff_lane-45289842-6678-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots > DHA Phase 8 - Zone B Residential Plots,100.0,0.0,0.0,23500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0
Residential Plot 47009112,https://www.zameen.com/Property/phase_8_dha_phase_8_extension_300yards_sahil_residential_area_very_near_to_built_up_area-47009112-1675-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots > DHA Phase 8 Extension Residential Plots,300.0,0.0,0.0,31000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0
Commercial Plot 42720872,https://www.zameen.com/Property/d_h_a_dha_phase_8_commercial_plot_for_sale_in_dha_phase_8-42720872-1485-2.html,Karachi Commercial Plots > DHA Defence Commercial Plots > DHA Phase 8 Commercial Plots,200.0,0.0,0.0,225000000.0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Residential Plot 47002490,https://www.zameen.com/Property/d_h_a_dha_phase_8_1000_yard_west_open_plot_ph8_chance_deal-47002490-1485-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots,1000.0,0.0,0.0,75000000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
