Identity,Link,Location,Area,Beds,Baths,Price,ATM Machines,Barbeque Area,Broadband Internet Access,Business Center or Media Room in Building,Central Air Conditioning,Central Heating,Communal/Shared Kitchen,Community Centre,Community Gym,Community Lawn or Garden,Community Swimming Pool,Conference Room in Building,Day Care Centre,Dining Room,Double Glazed Windows,Drawing Room,Electricity Backup,Facilities for Disabled,First Aid or Medical Centre,Flooring,Furnished,Gym,Intercom,Jacuzzi,Kids Play Area,Laundry Room,Laundry or Dry Cleaning Facility,Lawn or Garden,Lobby in Building,Lounge or Sitting Room,Maintenance Staff,Mosque,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Pet Policy,Powder Room,Prayer Room,Satellite or Cable TV Ready,Sauna,Security Staff,Service Elevators in Building,Steam Room,Study Room,Swimming Pool,Waste Disposal,Built in year,Distance From Airport (kms),Elevators,Floor,Floors,Floors in Building,Kitchens,Parking Spaces,Servant Quarters,Store Rooms
Flat 46721534,https://www.zameen.com/Property/dha_phase_5_sector_h_askari_heights_4_askari_heights_-4_brand_new_apartments_available_for_sale_on_very_cheap_price-46721534-21450-1.html,Islamabad Flats > DHA Defence Flats > DHA Defence Phase 5 Flats > DHA Phase 5 - Sector H Flats > Askari Heights 4 Flats,362.64,3.0,4.0,23500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023.0,0.0,3.0,1.0,0.0,12.0,0.0,2.0,0.0,0.0
House 45922006,https://www.zameen.com/Property/dha_defence_dha_valley_8_marla_home_on_main_boulevard_for_sale-45922006-1333-1.html,Islamabad Houses > DHA Defence Houses > DHA Valley Houses,241.76,3.0,4.0,13500000.0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,2023.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0
House 47094785,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_auspicious_design_1_kanal_house_on_prime_location_for_sale-47094785-339-1.html,Islamabad Houses > DHA Defence Houses > DHA Defence Phase 2 Houses,604.44,6.0,6.0,120000000.0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,2023.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,1.0,1.0
House 46862607,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_double_unit_1_kanal_modern_house_for_sale-46862607-339-1.html,Islamabad Houses > DHA Defence Houses > DHA Defence Phase 2 Houses,604.44,6.0,6.0,109000000.0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,2023.0,1.0,0.0,0.0,2.0,0.0,1.0,3.0,2.0,1.0
Flat 46889192,https://www.zameen.com/Property/dha_defence_phase_2_defence_residency_get_in_touch_now_to_buy_a_prime_location_flat_in_defence_residency_islamabad-46889192-9914-1.html,Islamabad Flats > DHA Defence Flats > DHA Defence Phase 2 Flats > Defence Residency Flats,148.078,2.0,3.0,10800000.0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
House 47196968,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_triple_unit_peak_location_brand_new_house_near_giga_mall-47196968-339-1.html,Islamabad Houses > DHA Defence Houses > DHA Defence Phase 2 Houses,604.44,7.0,6.0,110000000.0,0,1,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,2023.0,1.0,0.0,0.0,3.0,0.0,3.0,2.0,2.0,1.0
House 46878782,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_reserve_a_centrally_located_house_of_21_marla_in_dha_defence_phase_2-46878782-339-1.html,Islamabad Houses > DHA Defence Houses > DHA Defence Phase 2 Houses,604.44,6.0,6.0,99000000.0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
House 45936294,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_luxurious_kanal_house_for_sale_in_dha_phase_2_islamabad_unmatched_elegance_and_elite_living-45936294-339-1.html,Islamabad Houses > DHA Defence Houses > DHA Defence Phase 2 Houses,604.44,6.0,6.0,105000000.0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,2023.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0
House 46216704,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_beautiful_corner_10_marla_house_in_sector_e_dha_phase_2_islamabad-46216704-339-1.html,Islamabad Houses > DHA Defence Houses > DHA Defence Phase 2 Houses,302.2,5.0,6.0,58000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2017.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,2.0,1.0
House 47104213,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_luxurious_living_redefined_one_kanal_designer_house_for_sale_in_dha_phase_2_islamabad-47104213-339-1.html,Islamabad Houses > DHA Defence Houses > DHA Defence Phase 2 Houses,604.44,6.0,6.0,95000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2023.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0
House 46881920,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2-46881920-339-1.html,Islamabad Houses > DHA Defence Houses > DHA Defence Phase 2 Houses,604.44,6.0,6.0,117500000.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0
Flat 46927243,https://www.zameen.com/Property/dha_defence_phase_2_goldcrest_highlife_one_bedroom_apartment_for_sale_in_goldcrest_highlife-3_dha-2_islamabad-46927243-21059-1.html,Islamabad Flats > DHA Defence Flats > DHA Defence Phase 2 Flats > Goldcrest Highlife Flats,63.462,1.0,1.0,5200000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,2024.0,1.0,5.0,14.0,0.0,22.0,1.0,0.0,0.0,0.0
Flat 47085342,https://www.zameen.com/Property/dha_defence_phase_2_goldcrest_views_margalla_facing_studio_apartment_of_tower_view-1_tower_a-47085342-18358-1.html,Islamabad Flats > DHA Defence Flats > DHA Defence Phase 2 Flats > Goldcrest Views Flats,84.61599999999999,1.0,1.0,9500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
House 44766265,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_park_face_eye_catching_brand_new_house_for_sale_at_dha_2-44766265-339-1.html,Islamabad Houses > DHA Defence Houses > DHA Defence Phase 2 Houses,604.44,6.0,6.0,107500000.0,0,1,1,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,2023.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,1.0,1.0
House 47042358,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_house_for_sale_in_rs_85000000-47042358-339-1.html,Islamabad Houses > DHA Defence Houses > DHA Defence Phase 2 Houses,604.44,6.0,6.0,85000000.0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
House 46643387,https://www.zameen.com/Property/dha_valley_oleander_sector_oleander_sector_-_dha_homes_block_a_ready_to_poisson-46643387-16792-1.html,Islamabad Houses > DHA Defence Houses > DHA Valley Houses > DHA Valley - Oleander Sector Houses > Oleander Sector - DHA Homes Block A Houses,241.76,3.0,3.0,12500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
House 46199115,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_triple_unit_main_boulevard_house_available_for_sale-46199115-339-1.html,Islamabad Houses > DHA Defence Houses > DHA Defence Phase 2 Houses,604.44,8.0,6.0,93500000.0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,2023.0,1.0,0.0,0.0,2.0,0.0,3.0,3.0,2.0,2.0
House 47156519,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_house_of_20_marla_in_dha_defence_phase_2_for_sale-47156519-339-1.html,Islamabad Houses > DHA Defence Houses > DHA Defence Phase 2 Houses,604.44,0.0,0.0,99000000.0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Flat 47285621,https://www.zameen.com/Property/al_ghurair_giga_al-ghurair_giga_-_block_14_804_square_feet_apartment_is_available_for_sale_in_al_ghurair_giga_block_14_islamabad-47285621-15118-1.html,Islamabad Flats > DHA Defence Flats > DHA Defence Phase 2 Flats > Al-Ghurair Giga Flats > Al-Ghurair Giga - Block 14 Flats,108.792,2.0,0.0,11500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
House 46794117,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_house_for_sale_is_readily_available_in_prime_location_of_dha_defence_phase_2-46794117-339-1.html,Islamabad Houses > DHA Defence Houses > DHA Defence Phase 2 Houses,604.44,6.0,6.0,109000000.0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
House 47249462,https://www.zameen.com/Property/dha_defence_phase_1_dha_phase_1_-_sector_b_1_5_kanal_semi_furnished_house_dha_1_sector_b-47249462-3190-1.html,Islamabad Houses > DHA Defence Houses > DHA Defence Phase 1 Houses > DHA Phase 1 - Sector B Houses,906.66,9.0,0.0,149000000.0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Flat 47061305,https://www.zameen.com/Property/dha_defence_phase_2_defence_executive_apartments_luxury_one_bedroom_apartment_available_for_sale-47061305-9615-1.html,Islamabad Flats > DHA Defence Flats > DHA Defence Phase 2 Flats > Defence Executive Apartments Flats,105.77,1.0,1.0,8500000.0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,1,2022.0,1.0,5.0,4.0,0.0,20.0,1.0,2.0,0.0,0.0
House 46913850,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2-46913850-339-1.html,Islamabad Houses > DHA Defence Houses > DHA Defence Phase 2 Houses,604.44,6.0,6.0,117500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2023.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.0
Flat 47280586,https://www.zameen.com/Property/dha_defence_phase_2_defence_residency_signature_properties_offerbeautiful_falat_3bad_elcielo_dha_phase_2-47280586-9914-1.html,Islamabad Flats > DHA Defence Flats > DHA Defence Phase 2 Flats > Defence Residency Flats,187.364,3.0,3.0,14200000.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,2023.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
House 47253420,https://www.zameen.com/Property/dha_defence_phase_1_dha_phase_1_-_sector_e_beautiful_basement_kanal_house_for_sale_in_sector_e-47253420-3193-1.html,Islamabad Houses > DHA Defence Houses > DHA Defence Phase 1 Houses > DHA Phase 1 - Sector E Houses,604.44,8.0,0.0,80000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
House 47099841,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_speacious_house_on_top_location_available_for_sale_in_dha_phase_2_with_all_basic-47099841-339-1.html,Islamabad Houses > DHA Defence Houses > DHA Defence Phase 2 Houses,604.44,6.0,6.0,79900000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2015.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0
House 46837030,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_dynamic_designer_house_for_sale_in_dha-2_islamabad-46837030-339-1.html,Islamabad Houses > DHA Defence Houses > DHA Defence Phase 2 Houses,604.44,6.0,6.0,87500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2022.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0
House 47259677,https://www.zameen.com/Property/dha_phase_1_sector_f_dha_phase_1_-_defence_villas_brand_new_11_marla_defence_villa_for_sale-47259677-3075-1.html,Islamabad Houses > DHA Defence Houses > DHA Defence Phase 1 Houses > DHA Phase 1 - Sector F Houses > DHA Phase 1 - Defence Villas Houses,332.42,0.0,0.0,41000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
House 46126253,https://www.zameen.com/Property/dha_defence_dha_defence_phase_1_stunning_house_is_available_for_sale_in_dha_defence_phase_1-46126253-376-1.html,Islamabad Houses > DHA Defence Houses > DHA Defence Phase 1 Houses,604.44,6.0,7.0,73500000.0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Flat 47103520,https://www.zameen.com/Property/dha_defence_phase_2_askari_tower_1_4_beds_apartment_available_for_sale_in_askari_tower-1_dha-2_islamabad-47103520-10663-1.html,Islamabad Flats > DHA Defence Flats > DHA Defence Phase 2 Flats > Askari Tower 1 Flats,401.926,4.0,5.0,43000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2017.0,0.0,2.0,1.0,0.0,7.0,0.0,1.0,0.0,0.0
House 46759646,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_20_marla_house_ideally_situated_in_dha_defence_phase_2-46759646-339-1.html,Islamabad Houses > DHA Defence Houses > DHA Defence Phase 2 Houses,604.44,6.0,6.0,115000000.0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
House 47079179,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_one_kanal_beautiful_corner_house_prime_location_of_dha2-47079179-339-1.html,Islamabad Houses > DHA Defence Houses > DHA Defence Phase 2 Houses,604.44,6.0,6.0,79000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2018.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,2.0,2.0
Flat 46413473,https://www.zameen.com/Property/dha_defence_phase_2_defence_residency_block_14_brand_new_corner_open_view_flat_602_sqft_available_for_sale-46413473-9914-1.html,Islamabad Flats > DHA Defence Flats > DHA Defence Phase 2 Flats > Defence Residency Flats,81.59400000000001,1.0,1.0,7500000.0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,2020.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
House 46792351,https://www.zameen.com/Property/dha_defence_dha_defence_phase_3_beautiful_5marla_house_for_sale_in_dha_phase_3-46792351-8412-1.html,Islamabad Houses > DHA Defence Houses > DHA Defence Phase 3 Houses,160.166,3.0,4.0,25000000.0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0
House 46003426,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_a_good_option_for_sale_is_the_house_available_in_dha_defence_phase_2_in_islamabad-46003426-339-1.html,Islamabad Houses > DHA Defence Houses > DHA Defence Phase 2 Houses,604.44,0.0,0.0,85000000.0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Flat 46998357,https://www.zameen.com/Property/dha_defence_phase_2_goldcrest_views_ultra_luxury_three_bedroom_flat_for_sale_in_goldcrest_views-1_near_giga_mall_world_trade_center_dha-2_islamabad-46998357-18358-1.html,Islamabad Flats > DHA Defence Flats > DHA Defence Phase 2 Flats > Goldcrest Views Flats,202.474,3.0,3.0,25400000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,2026.0,1.0,6.0,0.0,0.0,40.0,1.0,1.0,0.0,0.0
House 45644593,https://www.zameen.com/Property/dha_valley_lilly_sector_lilly_sector_-_dha_homes_5_marla_good_location_house_for_sale_in_dha_islamabad-45644593-16826-1.html,Islamabad Houses > DHA Defence Houses > DHA Valley Houses > DHA Valley - Lilly Sector Houses > Lilly Sector - DHA Homes Houses,151.1,2.0,2.0,7000000.0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,2019.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Flat 45865330,https://www.zameen.com/Property/dha_defence_phase_2_defence_residency_reserve_a_centrally_located_flat_in_defence_residency-45865330-9914-1.html,Islamabad Flats > DHA Defence Flats > DHA Defence Phase 2 Flats > Defence Residency Flats,81.59400000000001,1.0,1.0,6500000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
House 46875999,https://www.zameen.com/Property/dha_phase_1_sector_f_dha_phase_1_-_defence_villas_10_marla_brand_new_designer_house_for_sale_in_defence_villas_sector_f-46875999-3075-1.html,Islamabad Houses > DHA Defence Houses > DHA Defence Phase 1 Houses > DHA Phase 1 - Sector F Houses > DHA Phase 1 - Defence Villas Houses,302.2,5.0,6.0,49000000.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0
House 46174855,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_top_location_with_beautiful_sight_best_ever_designed_single_unit_house_for_sale_near_to_gt_road-46174855-339-1.html,Islamabad Houses > DHA Defence Houses > DHA Defence Phase 2 Houses,604.44,5.0,6.0,137000000.0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,2023.0,1.0,0.0,0.0,2.0,0.0,3.0,2.0,2.0,1.0
House 46395348,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_spacious_1_kanal_brand_new_house_for_sale_at_dha_2_islamabad-46395348-339-1.html,Islamabad Houses > DHA Defence Houses > DHA Defence Phase 2 Houses,604.44,8.0,6.0,120000000.0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,2023.0,1.0,0.0,0.0,3.0,0.0,2.0,3.0,2.0,1.0
Flat 46007441,https://www.zameen.com/Property/al_ghurair_giga_al-ghurair_giga_-_block_15_for_sale_apartments_is_available-46007441-15119-1.html,Islamabad Flats > DHA Defence Flats > DHA Defence Phase 2 Flats > Al-Ghurair Giga Flats > Al-Ghurair Giga - Block 15 Flats,220.606,3.0,3.0,15000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
House 46003399,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_house_for_sale_in_rs_90_000_000_only-46003399-339-1.html,Islamabad Houses > DHA Defence Houses > DHA Defence Phase 2 Houses,604.44,0.0,0.0,90000000.0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Flat 46584768,https://www.zameen.com/Property/al_ghurair_giga_al-ghurair_giga_-_block_14_dha_ii_defence_residency_block_14_islamabad_2_bedroom_flat_available_for_rsalet_only_120_lacks-46584768-15118-1.html,Islamabad Flats > DHA Defence Flats > DHA Defence Phase 2 Flats > Al-Ghurair Giga Flats > Al-Ghurair Giga - Block 14 Flats,154.122,2.0,2.0,12000000.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,2020.0,1.0,2.0,1.0,0.0,9.0,1.0,1.0,0.0,1.0
House 46975550,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_stunning_and_affordable_house_available_for_sale_in_dha_defence_phase_2-46975550-339-1.html,Islamabad Houses > DHA Defence Houses > DHA Defence Phase 2 Houses,56789.01234,6.0,6.0,115000000.0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
House 45788683,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_beautiful_1_kanal_house_for_sale-45788683-339-1.html,Islamabad Houses > DHA Defence Houses > DHA Defence Phase 2 Houses,604.44,6.0,6.0,85000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2022.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,1.0
House 46827860,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_brand_new_double_unit_house_for_sale_at_dha_2_islamabad-46827860-339-1.html,Islamabad Houses > DHA Defence Houses > DHA Defence Phase 2 Houses,604.44,6.0,6.0,99000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2023.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0
House 46802512,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_we_offer_1kanal_brand_new_designer_house_for_sale_on_urgent_basis_in_sector_e_dha_2_islamabad-46802512-339-1.html,Islamabad Houses > DHA Defence Houses > DHA Defence Phase 2 Houses,604.44,6.0,6.0,73500000.0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,2020.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,1.0,1.0
